,id,NEcount,PER,ORG,LOC,EVT,PRO,UniqueCLIDs,dataset,lang,fpath
654,ru-94,11,0,3,8,0,0,11,test,ru,./data/challenge/2019/test/annotated/ryanair/ru/ryan-ru_file_94.out
655,ru-109,6,0,3,3,0,0,6,test,ru,./data/challenge/2019/test/annotated/ryanair/ru/ryan-ru_file_109.out
656,ru-49,9,0,2,6,0,1,9,test,ru,./data/challenge/2019/test/annotated/ryanair/ru/ryan-ru_file_49.out
657,ru-137,6,1,2,2,0,1,6,test,ru,./data/challenge/2019/test/annotated/ryanair/ru/ryan-ru_file_137.out
658,ru-121,6,1,4,1,0,0,5,test,ru,./data/challenge/2019/test/annotated/ryanair/ru/ryan-ru_file_121.out
659,ru-170,8,4,3,0,0,1,6,test,ru,./data/challenge/2019/test/annotated/ryanair/ru/ryan-ru_file_170.out
660,ru-35,2,0,1,1,0,0,2,test,ru,./data/challenge/2019/test/annotated/ryanair/ru/ryan-ru_file_35.out
661,ru-31,5,0,1,4,0,0,5,test,ru,./data/challenge/2019/test/annotated/ryanair/ru/ryan-ru_file_31.out
662,ru-53,14,0,6,8,0,0,11,test,ru,./data/challenge/2019/test/annotated/ryanair/ru/ryan-ru_file_53.out
663,ru-95,13,0,4,9,0,0,12,test,ru,./data/challenge/2019/test/annotated/ryanair/ru/ryan-ru_file_95.out
664,ru-81,9,1,2,5,0,1,9,test,ru,./data/challenge/2019/test/annotated/ryanair/ru/ryan-ru_file_81.out
665,ru-16,8,0,1,7,0,0,8,test,ru,./data/challenge/2019/test/annotated/ryanair/ru/ryan-ru_file_16.out
666,ru-131,8,0,2,6,0,0,8,test,ru,./data/challenge/2019/test/annotated/ryanair/ru/ryan-ru_file_131.out
667,ru-138,6,1,1,4,0,0,5,test,ru,./data/challenge/2019/test/annotated/ryanair/ru/ryan-ru_file_138.out
668,ru-ryanair-new-extra-125,10,1,1,5,0,3,8,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_125.out
669,ru-ryanair-new-extra-71,13,2,1,7,0,3,10,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_71.out
670,ru-ryanair-new-extra-11,24,4,3,12,0,5,18,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_11.out
671,ru-ryanair-new-extra-529,12,2,0,5,0,5,8,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_529.out
672,ru-33,6,1,2,2,0,1,5,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_33.out
673,ru-ryanair-new-extra-66,16,3,3,7,0,3,13,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_66.out
674,ru-ryanair-new-extra-991,19,1,3,12,0,3,17,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_991.out
675,ru-ryanair-new-extra-53,35,6,9,16,0,4,28,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_53.out
676,ru-ryanair-new-extra-108,18,4,4,6,0,4,12,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_108.out
677,ru-ryanair-new-extra-126,19,1,5,10,0,3,13,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_126.out
678,ru-ryanair-new-extra-987,23,7,4,9,0,3,18,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_987.out
679,ru-219,15,0,14,0,0,1,11,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_219.out
680,ru-ryanair-new-extra-133,17,2,5,5,0,5,14,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_133.out
681,ru-ryanair-new-extra-653,18,4,2,6,0,6,12,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_653.out
682,ru-217,19,0,12,4,0,3,11,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_217.out
683,ru-ryanair-new-extra-127,23,5,5,12,0,1,16,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_127.out
684,ru-ryanair-new-extra-239,8,2,1,2,0,3,6,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_239.out
685,ru-ryanair-new-extra-236,14,0,2,9,0,3,10,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_236.out
686,ru-ryanair-new-extra-72,13,1,3,6,0,3,2,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_72.out
687,ru-12,19,1,14,1,0,3,12,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_12.out
688,ru-ryanair-new-extra-984,12,3,1,6,0,2,9,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_984.out
689,ru-46,25,4,6,12,0,3,19,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_46.out
690,ru-ryanair-new-extra-100,32,3,8,18,0,3,24,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_100.out
691,ru-ryanair-new-extra-546,11,2,1,5,0,3,8,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_546.out
692,ru-27,29,5,7,14,0,3,16,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_27.out
693,ru-ryanair-new-extra-235,14,4,1,6,0,3,8,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_235.out
694,ru-5,9,0,7,2,0,0,7,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_5.out
695,ru-ryanair-new-extra-544,11,3,2,3,0,3,8,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_544.out
696,ru-196,25,3,11,7,0,4,15,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_196.out
697,ru-ryanair-new-extra-550,9,2,0,4,0,3,6,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_550.out
698,ru-ryanair-new-extra-526,13,2,0,7,0,4,10,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_526.out
699,ru-ryanair-new-extra-99,19,3,4,9,0,3,13,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_99.out
700,ru-23,21,4,3,11,0,3,13,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_23.out
701,ru-11,30,9,9,8,0,4,20,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_11.out
702,ru-18,19,0,2,13,0,4,10,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_18.out
703,ru-ryanair-new-extra-135,16,3,4,6,0,3,11,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_135.out
704,ru-ryanair-new-extra-244,10,2,0,5,0,3,9,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_244.out
705,ru-ryanair-new-extra-234,11,4,1,3,0,3,8,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_234.out
706,ru-20,30,4,5,16,0,5,18,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_20.out
707,ru-1351,14,6,5,2,0,1,9,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_1351.out
708,ru-ryanair-new-extra-111,26,4,4,14,0,4,16,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_111.out
709,ru-ryanair-new-extra-115,14,2,3,7,0,2,12,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_115.out
710,ru-10,21,2,3,10,0,6,14,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_10.out
711,ru-ryanair-new-extra-14,13,2,2,5,0,4,9,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_14.out
712,ru-ryanair-new-extra-983,24,4,2,12,0,6,16,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_983.out
713,ru-ryanair-new-extra-651,8,1,1,4,0,2,7,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_651.out
714,ru-43,20,4,1,14,0,1,14,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_43.out
715,ru-ryanair-new-extra-549,13,3,3,6,0,1,11,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_549.out
716,ru-ryanair-new-extra-138,11,2,3,3,0,3,8,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_138.out
717,ru-ryanair-new-extra-530,26,3,7,12,0,4,21,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_530.out
718,ru-9,80,9,15,43,0,13,45,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_9.out
719,ru-ryanair-new-extra-701,13,5,0,4,0,4,9,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_701.out
720,ru-212,20,0,15,3,0,2,10,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_212.out
721,ru-ryanair-new-extra-129,4,0,0,3,0,1,4,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_129.out
722,ru-ryanair-new-extra-997,9,2,2,2,0,3,6,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_997.out
723,ru-ryanair-new-extra-137,19,2,4,7,0,6,11,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_137.out
724,ru-ryanair-new-extra-121,15,1,2,10,0,2,12,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_121.out
725,ru-ryanair-new-extra-118,20,3,3,11,0,3,17,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_118.out
726,ru-28,27,5,10,4,1,7,17,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_28.out
727,ru-24,14,1,2,7,0,4,10,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_24.out
728,ru-ryanair-new-extra-116,27,3,10,11,0,3,22,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_116.out
729,ru-13,14,0,9,1,0,3,11,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_13.out
730,ru-ryanair-new-extra-237,14,2,6,5,0,1,11,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_237.out
731,ru-ryanair-new-extra-119,17,2,6,5,0,4,12,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_119.out
732,ru-4,10,0,8,2,0,0,8,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_4.out
733,ru-ryanair-new-extra-23,2,0,1,0,0,1,2,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_23.out
734,ru-ryanair-new-extra-55,21,2,3,12,0,4,18,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_55.out
735,ru-ryanair-new-extra-107,11,1,1,7,0,2,8,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_107.out
736,ru-47,19,5,8,4,0,2,11,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_47.out
737,ru-30,29,4,8,11,1,5,1,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_30.out
738,ru-209,33,0,21,8,0,4,19,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_209.out
739,ru-ryanair-new-extra-992,22,1,7,10,0,4,15,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_992.out
740,ru-ryanair-new-extra-63,14,3,4,4,0,3,11,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_63.out
741,ru-21,25,2,11,8,0,4,19,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_21.out
742,ru-ryanair-new-extra-113,28,5,9,12,0,2,22,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_113.out
743,ru-25,32,4,4,21,0,3,19,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_25.out
744,ru-ryanair-new-extra-24,7,0,1,3,0,3,6,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_24.out
745,ru-ryanair-new-extra-106,27,4,4,15,0,4,17,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_106.out
746,ru-17,9,0,2,5,0,2,7,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_17.out
747,ru-ryanair-new-extra-627,15,1,4,6,0,4,10,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_627.out
748,ru-ryanair-new-extra-103,22,3,6,11,0,2,15,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_103.out
749,ru-ryanair-new-extra-123,19,2,5,10,0,2,11,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_123.out
750,ru-ryanair-new-extra-114,22,2,8,11,0,1,20,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_114.out
751,ru-ryanair-new-extra-528,9,1,1,4,0,3,7,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_528.out
752,ru-ryanair-new-extra-646,15,0,2,8,0,5,11,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_646.out
753,ru-ryanair-new-extra-228,9,2,1,2,0,4,6,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_228.out
754,ru-ryanair-new-extra-243,11,0,4,4,0,3,8,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_243.out
755,ru-ryanair-new-extra-545,21,4,4,9,0,4,19,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_545.out
756,ru-ryanair-new-extra-120,23,5,1,12,0,5,17,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_120.out
757,ru-ryanair-new-extra-122,23,3,4,12,0,4,16,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_122.out
758,ru-ryanair-new-extra-684,2,0,1,0,0,1,2,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_684.out
759,ru-14,20,1,17,1,0,1,11,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_14.out
760,ru-ryanair-new-extra-124,32,4,9,16,0,3,24,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_124.out
761,ru-ryanair-new-extra-109,18,3,6,4,0,5,13,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_109.out
762,ru-628,16,1,2,11,0,2,12,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_628.out
763,ru-ryanair-new-extra-240,20,0,11,6,0,3,16,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_240.out
764,ru-ryanair-new-extra-242,22,0,12,5,0,5,1,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_242.out
765,ru-ryanair-new-extra-629,23,7,3,9,0,4,16,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_629.out
766,ru-26,23,2,3,12,0,6,16,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_26.out
767,ru-ryanair-new-extra-128,16,3,3,7,0,3,10,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_128.out
768,ru-ryanair-new-extra-12,18,4,4,6,0,4,12,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_12.out
769,ru-ryanair-new-extra-687,10,3,0,5,0,2,8,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_687.out
770,ru-ryanair-new-extra-649,15,4,2,3,0,6,11,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_649.out
771,ru-ryanair-new-extra-999,14,0,3,7,0,4,10,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_999.out
772,ru-224,18,0,13,4,0,1,11,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_224.out
773,ru-203,27,0,16,8,0,3,18,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_203.out
774,ru-ryanair-new-extra-705,18,5,2,8,0,3,16,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_705.out
775,ru-ryanair-new-extra-525,15,0,0,11,1,3,11,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_525.out
776,ru-ryanair-new-extra-233,14,0,3,7,0,4,12,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_233.out
777,ru-ryanair-new-extra-989,37,5,9,20,0,3,30,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_989.out
778,ru-ryanair-new-extra-996,20,0,5,9,0,6,13,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_996.out
779,ru-16,81,14,24,31,0,12,44,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_16.out
780,ru-3,89,7,11,57,0,14,48,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_3.out
781,ru-22,36,4,6,22,0,4,21,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_22.out
782,ru-ryanair-new-extra-7,18,3,5,7,0,3,15,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_7.out
783,ru-1578,23,0,17,6,0,0,8,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_1578.out
784,ru-ryanair-new-extra-101,10,1,3,4,0,2,8,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_101.out
785,ru-ryanair-new-extra-1,18,4,5,8,0,1,14,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_1.out
786,ru-ryanair-new-extra-1000,24,3,6,9,0,6,19,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_1000.out
787,ru-ryanair-new-extra-246,19,0,4,12,0,3,14,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_246.out
788,ru-ryanair-new-extra-696,8,0,1,5,0,2,7,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_696.out
789,ru-ryanair-new-extra-230,11,0,1,7,0,3,8,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_230.out
790,ru-ryanair-new-extra-990,26,0,4,18,0,4,20,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_990.out
791,ru-ryanair-new-extra-112,18,1,2,12,0,3,12,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_112.out
792,ru-222,18,0,15,2,0,1,11,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_222.out
793,ru-8,18,1,1,12,0,4,8,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_8.out
794,ru-44,10,0,1,8,0,1,9,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_44.out
795,ru-ryanair-new-extra-628,23,4,4,11,0,4,14,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_628.out
796,ru-36,36,14,7,11,1,3,27,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_36.out
797,ru-ryanair-new-extra-995,12,3,1,5,0,3,8,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_995.out
798,ru-ryanair-new-extra-986,20,3,1,14,0,2,13,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_986.out
799,ru-ryanair-new-extra-54,14,1,5,5,0,3,12,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_54.out
800,ru-ryanair-new-extra-994,11,0,5,4,0,2,7,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_994.out
801,ru-ryanair-new-extra-699,18,4,1,9,0,4,13,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_699.out
802,ru-ryanair-new-extra-131,20,2,4,12,0,2,13,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_131.out
803,ru-ryanair-new-extra-985,10,0,2,4,0,4,8,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/Nord_Stream_2_extra.xml_file_985.out
804,ru-1,14,0,5,6,0,3,9,test,ru,./data/challenge/2019/test/annotated/nord_stream/ru/nord_stream_ru.txt_file_1.out
805,ryanair wiki,24,1,2,19,0,2,17,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/pl-ryanair-eiki.out
806,pl-875,21,2,8,9,0,2,14,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/ryan-pl_file_875.out
807,pl-4,4,0,2,1,0,1,4,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/ryan-pl_file_4.out
808,pl-157,5,0,2,3,0,0,5,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/ryan-pl_file_157.out
809,pl-833,24,2,8,10,0,4,19,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/ryan-pl_file_833.out
810,pl-390,11,0,3,8,0,0,10,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/ryan-pl_file_390.out
811,pl-116,14,2,5,6,0,1,11,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/ryan-pl_file_116.out
812,pl-850,9,0,3,6,0,0,8,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/ryan-pl_file_850.out
813,pl-ryanair-xtra-3,17,6,6,2,0,3,12,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/pl-ryanair-xtra-3.out
814,pl-142,17,1,9,7,0,0,15,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/ryan-pl_file_142.out
815,pl-606,6,1,1,4,0,0,6,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/ryan-pl_file_606.out
816,pl-208,6,0,2,4,0,0,6,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/ryan-pl_file_208.out
817,pl-10,9,0,2,7,0,0,6,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/ryan-pl_file_10.out
818,pl-313,5,1,4,0,0,0,4,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/ryan-pl_file_313.out
819,pl-571,5,0,3,2,0,0,2,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/ryan-pl_file_571.out
820,pl-316,14,0,5,6,0,3,10,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/ryan-pl_file_316.out
821,pl-657,3,0,3,0,0,0,3,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/ryan-pl_file_657.out
822,pl-317,8,0,3,5,0,0,6,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/ryan-pl_file_317.out
823,pl-147,18,0,5,12,0,1,16,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/ryan-pl_file_147.out
824,pl-470,5,0,3,2,0,0,3,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/ryan-pl_file_470.out
825,pl-151,9,0,2,6,0,1,6,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/ryan-pl_file_151.out
826,pl-382,16,2,5,9,0,0,11,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/ryan-pl_file_382.out
827,pl-853,17,6,6,5,0,0,11,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/ryan-pl_file_853.out
828,pl-308,8,0,3,5,0,0,7,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/ryan-pl_file_308.out
829,pl-631,10,2,5,3,0,0,8,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/ryan-pl_file_631.out
830,pl-736,10,1,2,7,0,0,9,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/ryan-pl_file_736.out
831,pl-855,13,0,11,2,0,0,13,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/ryan-pl_file_855.out
832,pl-496,3,0,1,2,0,0,2,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/ryan-pl_file_496.out
833,pl-731,15,1,1,13,0,0,12,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/ryan-pl_file_731.out
834,pl-874,11,0,3,8,0,0,8,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/ryan-pl_file_874.out
835,pl-188,2,0,2,0,0,0,1,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/ryan-pl_file_188.out
836,pl-270,3,0,1,2,0,0,3,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/ryan-pl_file_270.out
837,pl-507,15,4,6,4,0,1,9,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/ryan-pl_file_507.out
838,pl-255,5,0,1,4,0,0,5,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/ryan-pl_file_255.out
839,pl-136,11,0,5,6,0,0,8,test,pl,./data/challenge/2019/test/annotated/ryanair/pl/ryan-pl_file_136.out
