id,lang,created,url,title,contentLength,numWords,dataset
ru-156,ru,2018-09-30,http://e-gorlovka.com.ua/id/2018/aviakompaniya-ryanair-segodnya-otmenila-prakticheski-200-755995.html,Авиакомпания Ryanair сегодня отменила практически 200 рейсов,973,128,test
ru-11,ru,2018-08-09,http://tvoygorodpskov.ru/2018/08/828884-germanskie-piloti-ryanair-povedali-o-namerenii-provesti.html,Германские пилоты Ryanair поведали о намерении провести забастовку,1364,185,test
ru-10,ru,2018-08-10,http://www.interfax.ru/world/624718,Немецкие пилоты Ryanair проведут 10 августа 24-часовую забастовку,1679,221,test
ru-ryanair-new-16,ru,2019-01-10,https://newstes.ru/2019/01/10/v-treh-aeroportah-germanii-nachalas-zabastovka.html,В трех аэропортах Германии началась забастовка,510,67,test
ru-52,ru,2018-07-26,https://360tv.ru/news/mir/okolo-50-tysjach-postradali-iz-za-zabastovki-irlandskoj-aviakompanii/,26 июля 2018 г. 15:28 Около 50 тысяч пострадали из-за забастовки ирландской авиакомпании,1071,140,test
ru-129,ru,2018-09-13,http://gazeta-pravda.ru/issue/99-30742-13-sentyabrya-2018-goda/puls-planety%2099-18/,Пульс планеты,708,89,test
ru-179,ru,2018-06-08,https://regnum.ru/news/society/2428700.html,В Италии ждут транспортного коллапса из-за забастовки,1307,175,test
ru-141,ru,2018-09-28,http://emigrados.ru/2018/09/izvestniy-loukoster-iz-za-zabastovki-otmenyaet-190-reysov/,Известный лоукостер из-за забастовки отменяет 190 рейсов,1322,180,test
ru-65,ru,2018-07-26,https://krasnews.com/world/636003/,Ryanair отменит по меньшей мере 400 рейсов в Испании из-за стачки бортпроводников,1423,192,test
ru-96,ru,2018-08-08,http://newstes.ru/2018/08/08/ryanair-otmenyaet-250-reysov-iz-za-zabastovki-pilotov.html,Ryanair отменяет 250 рейсов из-за забастовки пилотов,725,100,test
ru-71,ru,2018-07-25,https://www.kommersant.ru/doc/3695881,Европейские авиакомпании пожаловались в Брюссель на забастовки диспетчеров,1722,228,test
ru-12,ru,2018-08-09,http://e-gorlovka.com.ua/id/2018/samaya-krupnaya-zabastovka-v-istorii-ryanair-v-pyatnicu-747727.html,Самая крупная забастовка в истории Ryanair: в пятницу ожидается отмена рейсов,1639,221,test
ru-42,ru,2018-07-23,http://www.rosbalt.ru/business/2018/07/23/1719178.html,11:38 Чистая прибыль Ryanair снизилась в I финквартале на 20%,1569,219,test
ru-68,ru,2018-07-26,http://kremlinpress.com/2018/07/26/ryanair-otmenila-neskolko-soten-reysov-iz-za-zabastovki/,Ryanair отменила несколько сотен рейсов из-за забастовки бортпроводников,1281,174,test
ru-176,ru,2018-05-08,http://tvoygorodpskov.ru/2018/05/800294-zabastovka-dispetcherov-v-italii-stala-prichinoy-otmeni.html,Забастовка диспетчеров в Италии стала причиной отмены более 700 авиарейсов,1025,138,test
ru-3,ru,2018-08-09,http://newsforbreakfast.ru/2018/08/ryanair-proinformiroval-o-masshtabnoy-otmene-reysov/,Ryanair проинформировал о масштабной отмене рейсов,1068,148,test
ru-18,ru,2018-09-26,http://morning-news.ru/2018/09/ryanair-iz-za-zabastovki-otmenyaet-190-reysov-v-6-ti/,Ryanair из-за забастовки отменяет 190 рейсов в 6-ти государствах,960,124,test
ru-40,ru,2018-07-24,https://1prime.ru/business/20180724/829056853.html,ЕК не пугает забастовка Ryanair - права пассажиров в ЕС надежно защищены,1305,165,test
ru-111,ru,2018-08-12,https://www.kommersant.ru/doc/3712628,Польские пилоты Ryanair хотят присоединиться к забастовке,1411,191,test
ru-146,ru,2018-09-28,http://gazetaslovo.com/%d0%bd%d0%be%d0%b2%d0%be%d1%81%d1%82%d0%b8/%d0%b8%d1%81%d0%bf%d0%b0%d0%bd%d0%b8%d1%8f/item/ryanair-bastuet-v-portugalii-ispanii-italii.html,"Ryanair бастует в Португалии, Испании, Италии",1273,167,test
ru-124,ru,2018-09-12,http://e-gorlovka.com.ua/id/2018/aviakompaniya-ryanair-otmenila-150-reysov-v-germanii-752984.html,Авиакомпания Ryanair отменила 150 рейсов в Германии‍,993,133,test
ru-99,ru,2018-08-09,http://krpress.ru/2018/08/09/ryanair-otmenyaet-250-reysov-iz-za-zabastovki-pilotov-v.html,Ryanair отменяет 250 рейсов из-за забастовки пилотов в Германии,64,9,test
ru-94,ru,2018-08-08,https://www.rbc.ru/rbcfreenews/5b6a994c9a79476eff3205f7,Пилоты лоукостера Ryanair объявили о забастовке в трех странах ЕС,1294,176,test
ru-13,ru,2018-08-09,http://belrynok.ru/2018/08/ryanair-proinformiroval-o-masshtabnoy-otmene-reysov/,Ryanair проинформировал о масштабной отмене рейсов,1522,207,test
ru-92,ru,2018-08-10,http://podrobnosti.ua/2254435-polety-otmenjajutsja-v-evrope-bastujut-piloty-aviakompanii-ryanair.html,Полеты отменяются: в Европе бастуют пилоты авиакомпании Ryanair,1562,229,test
ru-158,ru,2018-10-03,http://tvoygorodpskov.ru/2018/10/839721-ryanair-zakroet-dve-bazi-v-es.html,Ryanair закроет две базы в ЕС,1506,217,test
ru-127,ru,2018-09-13,https://regnum.ru/news/economy/2481478.html,Сотрудники Ryanair готовят новую забастовку в Европе,801,103,test
ru-122,ru,2018-09-12,http://morning-news.ru/2018/09/profsoyuz-prizivaet-ryanair-k-zabastovke-v-germanii/,Профсоюз призывает Ryanair к забастовке в Германии,1346,181,test
ru-24,ru,2018-07-05,http://newsforbreakfast.ru/2018/07/piloti-aviakompanii-ryanair-obyavili-zabastovku/,Пилоты авиакомпании Ryanair объявили забастовку,977,134,test
ru-172,ru,2018-05-11,http://kremlinpress.com/2018/05/11/v-italii-iz-za-zabastovki-aviadispetcherov-otmenili-bolee/,В Италии из-за забастовки авиадиспетчеров отменили более 700 рейсов,775,101,test
ru-9,ru,2018-08-10,https://echo.msk.ru/news/2256254-echo.html,10.08.2018 05:08 : Немецкие пилоты компании Ryanair начали 24-часовую забастовку,363,54,test
ru-27,ru,2018-07-18,https://1prime.ru/News/20180718/829041488.html,Ryanair отменит 600 рейсов 25 и 26 июля,1143,164,test
ru-77,ru,2018-07-30,https://regnum.ru/news/polit/2456443.html,Немецкие пилоты Ryanair угрожают начать забастовку,689,92,test
ru-115,ru,2018-09-11,http://krpress.ru/2018/09/11/piloti-i-bortprovodniki-ryanair-obyavili-noveyshuyu.html,Пилоты и бортпроводники Ryanair объявили новейшую забастовку,978,129,test
ru-64,ru,2018-07-26,http://krpress.ru/2018/07/25/otmenili-ne-menee-600-reysov-zabastovka-v-ryanair.html,Отменили не менее 600 рейсов — Забастовка в Ryanair,3153,424,test
ru-107,ru,2018-08-10,https://echo.msk.ru/news/2256342-echo.html,10.08.2018 08:04 : Немецкие пилоты ирландской авиакомпании Ryanair проведут сегодня забастовку,873,111,test
ru-173,ru,2018-05-09,http://www.interfax.ru/world/611781,В Италии из-за забастовки авиадиспетчеров отменили более 700 рейсов,819,110,test
ru-25,ru,2018-07-05,https://www.kommersant.ru/doc/3677362,Бортпроводники Ryanair проведут забастовки в ряде европейских стран,1078,144,test
ru-26,ru,2018-07-01,https://regnum.ru/news/economy/2440512.html,Сотни авиарейсов в Европе отменены из-за забастовки французских диспетчеров,894,122,test
ru-80,ru,2018-08-10,https://www.vedomosti.ru/economics/news/2018/08/10/777881-erdogan-turok,"Забастовка пилотов стала самой масштабной протестной акцией в истории авиакомпании. Она началась утром в пятницу и продлится 24 часа. Пилоты авиакомпании недовольны условиями труда, в частности размером зарплаты. Ранее руководитель профсоюза пилотов Cockpit Мартин Лохер заявил, что Ryanair не пытается достичь соглашения с членами экипажей. Переговоры о повышении зарплат профсоюз ведет с руководством лоукостера уже полгода. К каким-либо договоренностям стороны еще не пришли. При обсуждении проблемы с руководством Ryanair ориентируется на тарифные условия туроператора TUI, который, так же как и авиакомпания, использует Boeing 737. В Ryanair проведение забастовки считают необоснованным. «У наших пилотов из Германии прекрасные условия работы. Их годовая зарплата достигает 190 000 евро помимо бонусов, а в начале года им подняли зарплаты на 20%. Пилоты Ryanair получают минимум на 30% больше, чем в Eurowings, и на 20% больше, чем в Norwegian», – пояснял ранее директор компании по маркетингу Кенни Джейкобс. Сейчас Ryanair осуществляет полеты более чем по 1800 маршрутам в 215 аэропортов, расположенных в 37 странах. В прошлом финансовом году компания перевезла 130,3 млн человек. Ее парк состоит из 400 самолетов Boeing 737-800. По данным Bloomberg, с начала года акции лоукостера подешевели на 10%. Капитализация компании оценивается в 15,5 млрд евро. По оценке Bloomberg, Ryanair остается самой дорогой европейской авиакомпанией. Как авиакомпании компенсируют пассажирам задержки рейсов.",0,1,test
ru-ryanair-new-extra-106,ru,2019-01-11,http://news.bigmir.net/world/1879443-MID-FRG-otverg-kritiky-SShA-po-Severnomy-potoky-2,МИД ФРГ отверг критику США по Северному потоку-2,1925,267,test
ru-ryanair-new-extra-101,ru,2019-01-11,https://echo.msk.ru/news/2349887-echo.html,11.01.2019 01:05 : Глава МИД Германии Хайко Маас назвал неприемлемым введение санкций США против газопровода «Северный поток-2»,567,72,test
ru-224,ru,2018-08-29,https://dnews.dn.ua/news/687122,Суд Амстердама арестовал акции российского «Газпрома»,944,128,test
ru-ryanair-new-extra-546,ru,2019-01-14,https://www.obozrevatel.com/tv/olejniku-prividelas-gazovaya-diversiya-ssha-v-ukraine.htm,Олейнику привиделась газовая диверсия США в Украине,448,61,test
ru-ryanair-new-extra-996,ru,2019-02-07,https://www.svoboda.org/a/29757370.html,"Франция подтвердила свою позицию по ""Северному потоку - 2""",1480,199,test
ru-22,ru,2018-09-28,http://kremlinpress.com/2018/09/28/v-mid-ocenili-slova-trampa-predr-kshego-germanii/,"В МИД оценили слова Трампа, предрёкшего Германии энергозависимость от Российской Федерации",2161,290,test
ru-ryanair-new-extra-545,ru,2019-01-14,http://www.aif.ru/money/economy/kogda_zapustyat_severnyy_potok-2,Когда запустят «Северный поток-2»?,1959,273,test
ru-ryanair-new-extra-992,ru,2019-02-07,https://ria.ru/20190207/1550546865.html,"Париж поддержит пересмотр директивы ЕС, затрагивающей ""Северный поток — 2""",1993,276,test
ru-4,ru,2018-11-10,https://echo.msk.ru/news/2312516-echo.html,10.11.2018 13:05 : Суд в Швейцарии блокировал все выплаты компании Норд Стрим и Норд Стрим-2 Газпрому,1036,131,test
ru-ryanair-new-extra-115,ru,2019-01-11,https://newstes.ru/2019/01/11/glava-mid-germanii-prizval-ssha-ne-vmeshivatsya-v-sp-2.html,Глава МИД Германии призвал США не вмешиваться в СП-2,994,134,test
ru-ryanair-new-extra-111,ru,2019-01-11,https://telegraf.by/2019/01/424826-mid-frg-otverg-kritiku-ssha-po-severnomu-potoku-2,МИД ФРГ отверг критику США по Северному потоку-2,1822,246,test
ru-1,ru,2018-07-30,https://1prime.ru/energy/20180730/829073278.html,"Транзит газа через Украину снизился после возобновления работы ""Северного потока""",1344,170,test
ru-30,ru,2018-10-25,https://news.online.ua/802534/polsha-my-budem-blokirovat-severnyy-potok-2/,"Польша: мы будем блокировать ""Северный поток-2""",1685,222,test
ru-ryanair-new-extra-526,ru,2019-01-13,https://echo.msk.ru/news/2351031-echo.html,13.01.2019 02:12 : Посол США в Германии Ричард Гренелл пригрозил немецким компаниям санкциями из-за газопровода «Северный поток — 2»,684,92,test
ru-ryanair-new-extra-24,ru,2019-01-10,https://riafan.ru/1139383-berlin-ne-znaet-o-vozmozhnykh-sankciyakh-ssha-protiv-podryadchikov-severnogo-potoka-2,Берлин не знает о возможных санкциях США против подрядчиков «Северного потока ― 2» 21:49 &nbsp 9 Января 2019 82,627,81,test
ru-12,ru,2018-05-30,https://1prime.ru/energy/20180530/828884115.html,"""Газпром"" передал 100% акций Nord Stream 2 в залог по обязательствам перед партнерами",1471,203,test
ru-ryanair-new-extra-628,ru,2019-01-14,https://glavred.info/economics/10041833-v-germanii-podderzhka-proekta-severnyy-potok-2-postepenno-slabeet-bloomberg.html,"В Германии поддержка проекта ""Северный поток-2"" постепенно слабеет - Bloomberg",1772,241,test
ru-ryanair-new-extra-989,ru,2019-02-07,https://www.obozrevatel.com/economics/ya-govoryu-net-merkel-sdelala-zhestkoe-zayavlenie-o-gazoprovode-putina.htm,''Я говорю нет!'' Меркель сделала жесткое заявление о газопроводе Путина,1999,267,test
ru-ryanair-new-extra-108,ru,2019-01-11,https://russian.rt.com/business/news/591169-germaniya-ssha-severnyi-potok,В ФРГ отвергли критику со стороны США из-за «Северного потока — 2»,836,116,test
ru-ryanair-new-extra-233,ru,2019-01-16,http://kremlinpress.com/2019/01/16/ruminiya-prisoedinilas-k-opponentam-severnogo-potoka-2/,Румыния присоединилась к оппонентам «Северного потока — 2»,922,121,test
ru-ryanair-new-extra-234,ru,2019-01-16,https://1prime.ru/energy/20190116/829617985.html,"Глава МИД ФРГ может обсудить в Москве ""Северный поток-2"" и транзит газа через Украину",594,84,test
ru-46,ru,2018-04-10,http://regions.ru/news/2618727/,В Германии сочли «Северный поток—2» самым дешевым способом доставки газа в Европу,2518,328,test
ru-ryanair-new-extra-135,ru,2019-01-04,https://newstes.ru/2019/01/04/mid-polshi-severnyy-potok-2-ubivaet-ukrainu.html,МИД Польши: «Северный поток-2» убивает Украину,976,124,test
ru-44,ru,2018-05-04,https://www.1tv.ru/news/2018-05-04/344966-v_germanii_na_poberezhie_baltiyskogo_morya_nachali_stroit_priemnyy_terminal_gazoprovoda_severnyy_potok_2,"12:00 В Германии на побережье Балтийского моря начали строить приемный терминал газопровода «Северный поток-2» В компании «Норд Стрим» подтвердили, что приступили к закладке фундамента газовой станции в городе Лубмин. Работы ведутся уже несколько недель после того, как Берлин оформил все необходимые разрешения. Сооружение газопровода одобрила также Финляндия. В ближайшее время к ним должны присоединиться Швеция и Дания. Смотреть сюжет",477,66,test
ru-ryanair-new-extra-121,ru,2019-01-11,http://www.tvc.ru/news/show/id/152844,"Германия осадила США за критику ""Северного потока - 2""",714,98,test
ru-ryanair-new-extra-72,ru,2019-01-09,http://www.rosbalt.ru/world/2019/01/09/1756775.html,11:16 СМИ рассказали об угрозе санкций США подрядчикам «Северного потока»,929,121,test
ru-ryanair-new-extra-997,ru,2019-02-07,https://krasnews.com/world/655107/,Еще одна страна может дать разрешение на строительство «Северного потока-2»,1194,170,test
ru-ryanair-new-extra-1,ru,2019-01-10,https://www.epravda.com.ua/rus/news/2019/01/10/644185/,"Климкин рассказал, чего ожидает от газовых переговоров с Россией в Брюсселе",2063,274,test
ru-ryanair-new-extra-525,ru,2019-01-12,https://slovodel.com/520100-polskie-smi-rasskazali-o-glavnykh-neudachakh-ukrainskoi-energetiki-za-2018-god,52 0 Время 16:54 &nbsp12 Января 2019 Польские СМИ рассказали о главных неудачах украинской энергетики за 2018 год,1679,220,test
ru-ryanair-new-extra-122,ru,2019-01-11,https://www.unn.com.ua/ru/news/1772799-glava-mzs-nimechchini-vidkinuv-kritiku-ssha-na-adresu-pivnichnogo-potoku-2,"Глава МИД Германии отверг критику США в адрес ""Северного потока-2""",1386,192,test
ru-ryanair-new-extra-990,ru,2019-02-07,http://e-gorlovka.com.ua/id/2019/franciya-hochet-vistupit-protiv-severnogo-potoka-2-769556.html,Франция хочет выступить против «Северного потока — 2»,1354,186,test
ru-ryanair-new-extra-243,ru,2019-01-15,https://point.md/ru/novosti/v-mire/rumyniia-planiruet-zablokirovat-rossiiskii--34-severnyi-potok-2-34,"Румыния планирует заблокировать российский ""Северный поток-2""",902,108,test
ru-ryanair-new-extra-646,ru,2019-01-15,https://www.svoboda.org/a/29710600.html,"Румыния присоединилась к оппонентам ""Северного потока-2""",909,124,test
ru-ryanair-new-extra-687,ru,2019-01-19,https://frontnews.eu/news/ru/44649/%d0%9a%d0%bb%d0%b8%d0%bc%d0%ba%d0%b8%d0%bd-%d0%be%d0%b1%d1%8a%d1%8f%d1%81%d0%bd%d0%b8%d0%bb-%d1%87%d1%82%d0%be-%d1%81%d0%b4%d0%b5%d0%bb%d0%b0%d0%b5%d1%82-%d0%bf%d0%b5%d1%80%d0%b5%d0%b3%d0%be%d0%b2%d0%be%d1%80%d1%8b-%d0%bf%d0%be-%d0%a1%d0%b5%d0%b2%d0%b5%d1%80%d0%bd%d0%be%d0%bc%d1%83-%d0%bf%d0%be%d1%82%d0%be%d0%ba%d1%83-%d1%8d%d1%84%d1%84%d0%b5%d0%ba%d1%82%d0%b8%d0%b2%d0%bd%d1%8b%d0%bc%d0%b8,"Климкин объяснил, что сделает переговоры по “Северному потоку” эффективными",1346,165,test
ru-196,ru,2018-08-30,https://news.online.ua/800811/naftogaz-dobilsya-aresta-aktsiy-gazproma/,"""Нафтогаз"" добился ареста акций ""Газпрома""",1304,171,test
ru-ryanair-new-extra-987,ru,2019-02-08,https://newstes.ru/2019/02/08/bolton-obsudil-c-glavoy-mid-danii-severnyy-potok-2.html,Болтон обсудил c главой МИД Дании «Северный поток – 2»,804,109,test
ru-ryanair-new-extra-235,ru,2019-01-16,https://regnum.ru/news/polit/2553627.html,Порошенко обсудил с представителем Австрии «Северный поток — 2»,663,84,test
ru-5,ru,2018-11-10,https://echo.msk.ru/news/2312430-echo.html,10.11.2018 09:30 : Суд в Швейцарии блокировал все выплаты компании Норд Стрим и Норд Стрим-2 Газпрому,1138,164,test
ru-ryanair-new-extra-55,ru,2019-01-09,https://iz.ru/831900/2019-01-09/smi-soobshchili-ob-ugrozakh-ssha-vvesti-sanktcii-protiv-podriadchikov-severnogo-potoka-2,СМИ сообщили об угрозах США ввести санкции против подрядчиков «Северного потока – 2» 07:46,1700,230,test
ru-ryanair-new-extra-242,ru,2019-01-16,http://newsforbreakfast.ru/2019/01/polovina-stran-es-podderzhali-predlozheniya-ruminii-po-nord/,Половина стран ЕС поддержали предложения Румынии по Nord Stream 2,1452,188,test
ru-1578,ru,2018-06-14,https://delo.ua/business/reshenie-shvedskogo-suda-ne-otmenjaet-aresty-aktivov-gazproma-343672/,Решение шведского суда не отменяет аресты активов &quot;Газпрома&quot; — &quot;Нафтогаз&quot;,1290,169,test
ru-ryanair-new-extra-230,ru,2019-01-15,http://e-gorlovka.com.ua/id/2019/severniy-potok-2-ruminiya-vistupila-za-uskorenie-processa-767149.html,Северный поток-2: Румыния выступила за ускорение процесса,814,105,test
ru-ryanair-new-extra-107,ru,2019-01-11,https://ria.ru/20190110/1549205172.html,"Глава МИД Германии ответил на критику США в адрес ""Северного потока — 2""",564,84,test
ru-24,ru,2018-09-28,http://emigrados.ru/2018/09/baltiyskaya-seledka-toropit-nord-stream-2-s-ukladkoy-trub/,Балтийская селедка торопит Nord Stream 2 с укладкой труб,1405,192,test
ru-9,ru,2018-03-02,http://x-true.info/67218-frankfurter-allgemeine-zeitung-germaniya-amerikanskie-sankcii-protiv-severnogo-potoka-2-narushayut-mezhdunarodnoe-pravo.html,"Frankfurter Allgemeine Zeitung, Германия. Американские санкции против «Северного потока — 2» нарушают международное право",12256,1635,test
ru-203,ru,2018-08-30,https://economics.unian.net/energetics/10242588-naftogaz-napomnil-gazpromu-o-ezhednevnoy-pene-v-polmilliona-dollarov.html,«Нафтогаз» напомнил «Газпрому» о ежедневной пене в полмиллиона долларов,3218,428,test
ru-ryanair-new-extra-995,ru,2019-02-07,http://morning-news.ru/2019/02/nazvani-sroki-vidachi-daniey-razresheniya-na-prokladku/,Названы сроки выдачи Данией разрешения на прокладку «Северного потока — 2»,1198,171,test
ru-ryanair-new-extra-11,ru,2019-01-09,https://regnum.ru/news/polit/2549297.html,США и «Северный поток-2»: политика окриков бездарна и контрпродуктивна,2370,326,test
ru-219,ru,2018-08-29,http://podrobnosti.ua/2257037-aktsii-gazproma-arestovali-iz-za-naftogaza.html,"Акции ""Газпрома"" арестовали из-за ""Нафтогаза""",898,111,test
ru-ryanair-new-extra-123,ru,2019-01-11,https://regnum.ru/news/polit/2550427.html,Киев настаивает на закупке транзитного газа на восточной границе Украины,1937,270,test
ru-ryanair-new-extra-100,ru,2019-01-11,https://gazeta.ua/ru/articles/world-life/_v-germanii-ob-yasnili-pochemu-otstaivayut-severnyj-potok2/879273,"В Германии объяснили, почему отстаивают ""Северный поток-2""",2341,319,test
ru-ryanair-new-extra-99,ru,2019-01-11,http://emigrados.ru/2019/01/rukovoditel-mid-germanii-osudil-vvedenie-sankciy-protiv/,Руководитель МИД Германии осудил введение санкций против «Северного потока — 2»,1081,153,test
ru-209,ru,2018-08-29,https://economics.unian.net/energetics/10241874-v-niderlandah-po-isku-naftogaza-arestovali-prinadlezhashchie-gazpromu-akcii-golubogo-potoka.html,В Нидерландах по иску «Нафтогаза» арестовали принадлежащие «Газпрому» акции «Голубого потока»,2734,370,test
ru-ryanair-new-extra-120,ru,2019-01-11,https://news.online.ua/804844/germaniya-kto-zashchitit-ukrainu-esli-my-vyydem-iz-severnogo-potoka-2/,"Германия: кто защитит Украину, если мы выйдем из ""Северного потока-2""?",1360,188,test
ru-ryanair-new-extra-236,ru,2019-01-16,http://krpress.ru/2019/01/16/ruminiya-probuet-pomeshat-stroitelstvu-gazoprovoda-severniy.html,Румыния пробует помешать строительству газопровода «Северный поток-2»,1021,134,test
ru-ryanair-new-extra-653,ru,2019-01-13,https://www.eurointegration.com.ua/rus/news/2019/01/13/7091491/,"Посол США в ФРГ пригрозил немецким фирмам санкциями за "" Северный поток-2""",1028,143,test
ru-ryanair-new-extra-127,ru,2019-01-11,https://interfax.com.ua/news/political/558206.html,Берлин против санкций в отношении Nord Stream 2 - глава МИД ФРГ,1122,164,test
ru-ryanair-new-extra-119,ru,2019-01-10,https://www.nakanune.ru/news/2019/1/11/22529614/,"МИД Германии выступил против санкций в отношении ""Северного потока — 2""",1078,145,test
ru-21,ru,2018-09-24,https://censor.net.ua/news/3087673/v_germanii_snova_zayavili_chto_ne_sobirayutsya_otkazyvatsya_ot_stroitelstva_severnogo_potoka2,"В Германии снова заявили, что не собираются отказываться от строительства ""Северного потока-2""",2062,290,test
ru-ryanair-new-extra-114,ru,2019-01-11,http://parstoday.com/ru/news/world-i97459,Резкая критика Германии антироссийских санкций США,1176,152,test
ru-43,ru,2018-06-04,https://www.obozrevatel.com/abroad/hotite-demokratiyu-strojte-no-nam-plevat-na-eto.htm,"Хотите демократию? Стройте, но нам плевать на это",3454,520,test
ru-ryanair-new-extra-1000,ru,2019-02-07,http://www.aif.ru/money/economy/amerikanskie_posly_napisali_statyu_o_vrede_sp-2_dlya_evropy,Американские послы написали статью о вреде «СП-2» для Европы,1538,214,test
ru-11,ru,2018-03-19,https://echo.msk.ru/news/2168232-echo.html,19.03.2018 10:03 : Киев предлагает Евросоюзу ввести санкции против Герхарда Шрёдера,1339,190,test
ru-ryanair-new-extra-239,ru,2019-01-16,https://izvestia.kiev.ua/item/show/114178%20,"Посол США признал, что разослал немецким бизнесменам письма с угрозами",936,118,test
ru-ryanair-new-extra-237,ru,2019-01-16,http://novostey.com/politic/news869925.html,"МИД заявил о срыве ""Газпромом"" трехсторонних газовых консультаций",1516,204,test
ru-ryanair-new-extra-530,ru,2019-01-13,https://gazeta.ua/ru/articles/world-life/_v-ssa-vzyalis-za-nemeckie-kompanii-kotorye-podderzhivayut-severnyj-potok2/879613,"В США взялись за немецкие компании, которые поддерживают ""Северный поток-2""",1710,222,test
ru-36,ru,2018-03-11,https://iz.ru/718655/evgeniia-aronova/tcarskoe-eto-delo,Царское это дело,3247,490,test
ru-217,ru,2018-08-30,https://bin.ua/news/economics/faec/224550-naftogaz-dobilsya-aresta-akcij-blyu-strim.html,Нафтогаз добился ареста акций Блю Стрим Пайплайн - оператора газопровода Голубой поток,760,108,test
ru-ryanair-new-extra-629,ru,2019-01-15,https://ria.ru/20190115/1549352215.html,"03:54 Захарова ответила на угрозы посла США из-за ""Северного потока – 2""",1608,225,test
ru-47,ru,2018-05-24,https://ru.delfi.lt/news/politics/premer-litvy-reshenie-ek-ne-shtrafovat-gazprom-vyglyadelo-by-stranno.d?id=78095921&utm_source=rss&utm_medium=rss&utm_campaign=rss,"Премьер Литвы: решение ЕК не штрафовать ""Газпром"" выглядело бы странно",2474,357,test
ru-ryanair-new-extra-54,ru,2019-01-09,http://newsforbreakfast.ru/2019/01/ssha-prigrozili-investoram-severnogo-potoka-2-budet/,США пригрозили инвесторам «Северного потока-2» — Будет жесткий ответ,1171,148,test
ru-ryanair-new-extra-550,ru,2019-01-14,https://www.dw.com/ru/%D1%81%D0%B5%D0%B2%D0%B5%D1%80%D0%BD%D1%8B%D0%B9-%D0%BF%D0%BE%D1%82%D0%BE%D0%BA-2-%D0%B8-%D1%83%D0%B3%D1%80%D0%BE%D0%B7%D1%8B-%D1%81%D1%88%D0%B0-%D0%B1%D0%B5%D1%80%D0%BB%D0%B8%D0%BD-%D0%B2%D0%BE%D0%B7%D0%BC%D1%83%D1%89%D0%B5%D0%BD-%D0%B4%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5%D0%BC-%D0%BD%D0%B0-%D0%BD%D0%B5%D0%BC%D0%B5%D1%86%D0%BA%D0%B8%D0%B5-%D1%84%D0%B8%D1%80%D0%BC%D1%8B-dw-%D0%BD%D0%BE%D0%B2%D0%BE%D1%81%D1%82%D0%B8-14012019/av-47079224,Северный поток-2 и угрозы США: Берлин возмущен давлением на немецкие фирмы – DW Новости (14.01.2019) 14.01.2019,475,66,test
ru-ryanair-new-extra-133,ru,2019-01-04,https://charter97.org/ru/news/2019/1/4/318808/,МИД Польши: «Северный поток-2» лишает защиты от агрессии России,970,136,test
ru-33,ru,2018-11-04,https://www.nakanune.ru/news/2018/11/4/22523796/,"Топ-менеджер Нафтогаза поделился ""нордстримными"" планами ""А"" и ""Б""",1600,209,test
ru-ryanair-new-extra-240,ru,2019-01-16,https://www.unn.com.ua/ru/news/1773925-rumuniya-khoche-znayti-sposib-protistoyati-realizatsiyi-proektu-pivnichniy-potik-2,"Румыния хочет найти способ противостоять реализации проекта ""Северный поток-2""",974,127,test
ru-628,ru,2018-11-05,https://x-true.info/75553-novaja-nezdorovaja-paranojja-na-ukraine-aresty-sudov-s-morjakami-rossijanami.html,Новая нездоровая паранойя на Украине: аресты судов с моряками-россиянами,2624,352,test
ru-ryanair-new-extra-109,ru,2019-01-11,https://regnum.ru/news/polit/2550355.html,Германия осудила возможность введения санкций против «Северного потока — 2»,1075,150,test
ru-ryanair-new-extra-651,ru,2019-01-13,https://ria.ru/20190113/1549294660.html,"В Германии ответили на угрозы посла США о санкциях за ""Северный поток – 2""",464,63,test
ru-ryanair-new-extra-529,ru,2019-01-13,https://www.gazeta.ru/business/news/2019/01/13/n_12515443.shtml,"Bild: посол США шантажирует компании Германии санкциями из-за ""Северного потока - 2""",938,127,test
ru-ryanair-new-extra-627,ru,2019-01-14,https://www.kp.ru/online/news/3353794/,"МИД ФРГ счел провокацией письма США о санкциях по ""Северному потоку-2""",849,113,test
ru-ryanair-new-extra-983,ru,2019-02-08,https://russian.rt.com/business/news/600259-posly-ssha-severnyi-potok,Послы США в Европе призвали отказаться от «Северного потока — 2»,1594,221,test
ru-18,ru,2018-08-18,http://krpress.ru/2018/08/18/v-ukrainskom-gosudarstve-hotyat-konfiskovat-dlya-prodazhi.html,В Украинском государстве хотят конфисковать для продажи российское судно «Механик Погодин»,2098,292,test
ru-ryanair-new-extra-112,ru,2019-01-11,http://krpress.ru/2019/01/10/germaniya-vistupila-protiv-sankciy-v-otnoshenii-severnogo.html,Германия выступила против санкций в отношении «Северного потока — 2»,1221,177,test
ru-20,ru,2018-09-05,https://echo.msk.ru/news/2272438-echo.html,05.09.2018 18:26 : Сегодня начались работы по укладке газопровода «Северный поток–2» в Финляндии – в Финском заливе,2449,312,test
ru-ryanair-new-extra-544,ru,2019-01-14,https://www.kp.ru/online/news/3354465/,МИД РФ счел неприемлемыми действия посла США против «Северного потока - 2»,1127,149,test
