Mention,Count
anexi ukrajinského poloostrova Krym,1
angela merkel,7
angele merkel,1
angelo merkel,1
angelu merkel,1
angelu merkelovou,1
ankare,1
anna siewierska-chmaj,1
ano,1
ansa,1
antonim macierewiczem,1
antonin scalia,1
ap,10
appla,1
apple,6
applea,1
appleom,1
applu,3
apprentice,3
ar15,1
ardittis,1
aristoteles onassis,1
arizona,1
arizone,1
arnold schwarzenegger,1
arsena wengera,1
arsenalu,1
arsenalu londyn,1
art. 31 dyrektywy 2001/14/we parlamentu europejskiego i rady,1
art. 31 rozporządzenia 1371/2007 parlamentu europejskiego i rady,1
artur kiełbasiński,1
asad,1
asada,1
ascap,1
asie,2
assad,1
assadu,1
atlanta,1
atlantic city,1
atlantiku,1
atlantyk,1
atlantě,1
atény,1
aténám,1
audi,1
audiju,1
australia,1
austria,1
austriacy,1
austrii,1
austrije,1
austriji,1
austriju,1
auto.cz,1
avramopulosa,1
avstrija,3
avstrije,1
avstriji,1
awr hawkins,1
azji,2
b. obama,1
bTV,3
babiš,1
babiše,1
bago,1
baltské státy,1
bank of america,1
bankier.pl,1
bannon,1
barack obama,9
baracka obame,3
baracka obamo,3
baracka obamu,3
baracka obamy,3
baracka obamę,1
barackom obamom,1
barackovi obamovi,1
baracku obami,1
baracku obamu,1
barclays,3
barron,1
barrona,2
barrona williama,1
barronem,1
barroso,1
bastiana schweinsteigera,1
bavorsko,1
bayern,1
bašára asada,1
bbc,3
bbc newsnight,1
beast,1
bele hiše,1
belgii,1
belgija,1
belgiji,1
belgiju,1
beli hiši,1
belo hišo,2
ben carson,1
bena carsono,1
benjaminom netanjahuom,1
bentley continental,1
berec,2
berlinu,3
berlusconi,1
berlín,1
berlína,1
bernie,1
bernie sanders,2
bernieho sanderse,1
bernieja,1
bernieju sandersu,1
berniem sandersom,1
bernstein,1
bernsteinów,1
bertaudová,1
bestie,1
betsy devos,1
betzdorf,1
beuc,1
beyonce,4
bezos,1
bezose,1
beáta dupaľová ksenzsighová,1
beč,1
białe księgi,1
białego domu,4
biały dom,1
białym domu,2
bicikelj,1
bieleho domu,3
bielom dome,3
biely dom,2
bih,3
bijela kuća,1
bijele kuće,1
bijelu kuću,3
bila clintona,1
bill,2
bill clinton,1
bill gates,1
bill nye,1
billa clintona,3
billa gatesa,1
billom,1
billovi,1
billu clintonovi,1
biura prasowego wsiiz,1
biura wysokiego komisarza nz ds. uchodźców,1
biuro publikacji oficjalnych wspólnot europejskich,1
biznesalert.pl,1
blesk.cz,1
bliskom istoku,1
blog.4president.org,1
bloody mary hary,1
bloomberg,2
blízkom východe,1
blízkého východu,1
bmi,1
bnr.bg,7
bob corker,1
bodi eko,1
bodytalks,1
boejoe,1
bohumila vostala,1
bohuslava sobotky,1
boris johnson,1
boris lalovac,1
boris lisjak,1
born to run,1
"borzen, d.o.o.",1
bosna a hercegovina,1
bosna i hercegovina,1
bosne i hercegovine,2
bosni i hercegovini,1
bosnu i hercegovinu,1
bourbona,1
bošnjaka,1
božić,1
božića,1
brandwatch,1
branstada,1
bratislava,3
bratislave,3
bratislavi,1
bratislavský samosprávny kraj,1
brazílii,1
breitbart,1
breitbart news,1
breitbart news network,1
brexicie,34
brexit,120
brexit ,1
brexit-a,1
brexita,2
brexitem,24
brexitovou dohodu,1
brexitowi,1
brexitu,220
brexitu ,1
brexodusu,1
brian,1
brian may,1
bricel,1
bridge anne d'avignon,1
bridgeanne d'avignon,1
briti,1
britská komise pro kontrolu financování politických kampaní,1
britského Parlamentu,1
britského ministerstva dopravy,1
britského parlamentu,12
britského statistického úřadu,1
britském ministerstvu pro brexit,1
britském parlamentu,1
britský parlament,4
britským parlamentem,1
británia,1
británie,2
broadband,1
brooklyn bridgea,1
bruce springsteen,1
bruksela,3
brukseli,10
brukselę,2
brusel,9
bruseli,1
bruselj,2
bruselom,1
bruselské mezinárodním letiště,1
bruselu,6
bruslja,1
bruslju,3
bruxelles,1
bruxellesu,4
bryan lanza,1
bsk,1
budapeszcie,1
budapesztem,1
budimpešto,1
budynek im. ronalda reagana,1
budynku im. ronalda reagana,1
bugarsku,1
bulharsko,1
bulharsku,1
business and personal insolvency – the ways to overcome excessive indebtednes,1
butković,1
bułgarii,1
bádensko-würtembersko,1
bílého domu,2
cadillac,1
cadillac alante,1
cadillac escalade,2
cadillacu,2
caj,1
caj ing-wen,1
calais,1
calgary,1
carl friedrich von siemens,1
carlo perrone,1
carlos moedas,1
carlos moedasu,1
carson,1
castro,1
cbs,5
cbs news,1
cbsnews.com,1
cccb,1
ccctb,3
cde rzeszów,1
cea,1
cef,1
cef-a,1
celebrity apprentice,1
cemex,1
cemexa,1
cemexa hrvatska,1
centra za istraživanje mora instituta ruđer bošković,1
centralnej agencji wywiadowczej,1
centralnym dowództwem,1
centrum dokumentacji europejskiej,2
centrum dokumentacji europejskiej w rzeszowie,1
cepej,1
cestovného a informačného autorizačného systému eú,1
ceta,3
ceta w praktyce,1
ch. lagardeová,1
charlestonu,1
charlie buckelsovi,1
charlottenburg,1
charlottesvillu,1
chase peterson-withorn,1
chelsea,1
cher,1
chevrolet camaro ss,1
chicago,2
chicago bulls,1
chicagu,1
chin,5
chinach,2
chinami,2
chiny,2
chorvatsko,1
chorvátska,1
chorvátsko,1
chris murhphy,1
chrisa christieja,1
christia freeland,1
christiana wiganda,1
christie,1
christine baranski,1
chrl,1
chuck schumer,1
cia,5
cim-a,1
cincinnati,1
cipar,1
citaty.sk,1
citibank,1
clay buchholz,1
clean power plan,1
clevelandu,4
clinton,7
clintoninu,1
clintonova,2
clintonove,4
clintonovi,1
clintonovo,4
clintonovou,1
clintonová,3
clintonové,2
clintonovú,1
cnews.cz,1
cnn,6
cnn-a,1
coach‘s award,1
coest,1
coestі,1
coface,1
colina powella,1
common consolidated corporate tax base,2
compass,1
connecting europe facility,1
connie llanos,1
cooltura,1
cornwall,1
cosmo.ru,1
courchevel,1
cpp,1
credit agricole,1
crenshawová,1
crido taxand,1
crispr,1
crédit agricole,2
cz/cetin,1
czarnecki,1
czech,1
czech free press,1
czechy,1
czesi,1
czexit,2
czexitu,3
d. trump,1
d. trumpa,1
daily mail,1
daimler,1
dallas,1
dalmaciji,1
damir kajin,1
daniel braun,1
danijela damjanović,1
danny glover,1
danska,1
danube civil society forum,1
danę white’a,1
dapl,1
dariknews.bg,1
david bright,1
david gergen,1
david petraeus,1
david radas,1
davida camerona,1
davida sterna,1
davorom lučićem,1
dawn engle,1
dci,1
dcsf,1
ddc,1
ddc-a,1
ddr,1
de volkskrant,1
dejan židan,1
deklaracije za nezavisnost,1
dell,1
"delovnega programa ""zmogljivosti""",1
demokraci,1
demokratickej strany,2
demokratickou stranu,1
demokratov,3
demokraty,1
demokratów,2
denisa rodmana,1
denver,1
departamencie stanu,1
departamentu energii,1
desiree washington,1
detroit,3
detroitu,1
deutsche bank,4
devos,1
deň vďakyvzdania,1
dg,1
dg agri,1
dg empl,1
dg i,1
dg iv,1
dg mare,1
dg move,1
dg regio,2
dg tren,1
dgp,1
di,1
die welt,1
dienstbierovo,1
dieselgate,1
digitaleurope,1
digitálne učivo na dosah,1
dimitris avramopulos,3
dimitris avromopulos,1
dimondale,1
dinalda trumpa,1
direktive za vzpostavitev kodeksa evropskih elektronskih komunikacij,1
direktivom o uslugama,1
disneyland,1
distorzija,1
dmitrij kisiliov,1
dnevnik,3
dnevno.hr,1
dobroslavić,1
doliny krzemowej,1
dombrovskis,2
dominik łazarz,1
domovinski rat,2
domovinskim ratom,1
domovinskom ratu,1
don mlađi,1
donadl trump,1
donald,11
donald j. trump,3
donald john trump,2
donald jr.,1
donald mlađi,1
donald trump,122
donald trumph,1
donald tusk,1
donalda,4
donalda jr.,1
donalda mlađeg,1
donalda trumpa,45
donaldem,1
donaldem trumpem,2
donaldom trumpom,3
donaldov,1
donaldove,1
donaldovi trumpovi,4
donaldovih,1
donaldovim,1
donaldovo,1
donaldovy,1
donaldowi trumpowi,1
donaldu,2
donaldu trumpovi,2
donaldu trumpu,2
donaldzie,1
dora koretić,1
doria,1
douglas adams,1
dpa,14
drogi szybkiego ruchu Ronda Litoral,1
dromb,1
drugi svet,1
drumb,1
drumbovi,1
drumpf,1
državnemu pravobranilstvu republike slovenije,1
državnom sveučilištu new yorka oswego,1
dubrovačko-neretvanske županije,1
dubrovniku,1
duda,1
duna dráva cement,1
dunajskej stratégie,1
dunajská stratégia,1
duterte,1
dutertejevega,1
dušan chrenek,1
dušan neumann,1
"dyrekcji generalnej ds. zatrudnienia, polityki społecznej i włączenia społecznego (dg empl) komisji europejskiej",1
dyrekcji generalnej komisji europejskiej ds. transportu i energii,1
dyrekcją generalną ds. polityki regionalnej i miejskiej,1
dyrekcję generalną ds. mobilności i transportu,1
dziennik związkowy,1
dzienniku internautów,1
dziennikzachodni.pl,1
dáma.cz,1
dánsku,1
dębicy,1
e.trump § son,1
e15.cz,1
eacea,1
eaj,1
eastagri member,1
easyJet,20
easyJetu,2
ebay,1
ebayi,1
ec-a,1
ecdc,1
edf,1
edmonton,1
edwarda iii,1
edwarda snowdena,1
edwardse,1
efs,1
efsa,1
egejského mora,1
egejském moři,1
egom,1
egypt,1
ehs,1
eia,1
eic,1
eidhr,1
eipp,1
ejtn,1
ek,24
ekipa24.si,1
ekolist.cz,1
ekonomija otvorena prema znanosti i tržištu,1
ekoper,1
ekvádor,1
el chapa,1
elaine chaovú,1
elisabeth,1
elizabeta ii.,3
elizabeth,1
elon musk,1
elżbieta bieńkowska,1
elžbieta bieńkowská,2
ema,1
emeriky,1
emil kalabus,1
emmy,1
encj,1
encyklopedia gazety prawnej,1
encyklopedia pwn,1
energetický regulační úřad,2
energetyka24.com,1
energie-portal.sk,1
engleske,1
engraulis encrasicolus (l.),1
eni,1
enpa,1
enter air,1
enterprise europe network,1
eok,1
eowdc,1
era chairs,2
era-net,1
erc,1
erdogana,1
eric,2
eric vanderaerden,1
erica,4
erica garcettiego,1
erich unterwurzacher,1
ericom garcettijem,1
erú,2
esta,2
estoniju,1
etias,3
etis,1
etis for sustainable management at destination level,1
etrend.sk,1
ets,1
eu,43
eu parlamenta,1
eu-a,11
euam ukraine,1
eur,1
euractiv.cz,2
euractiv.pl,1
eurasylum,1
euro 6,1
euro.cz,1
eurobarometer,2
eurocontrol,2
europa,2
europarlamencie,2
europarlamentarzyści,1
europarlamentu,4
europe,1
europe direct slovenija,1
europe direct trenčín,1
european commission,4
european commission of human rights,1
european council,1
european innovation council,1
european investment project portal,1
european newspaper publishers’ association,1
european offshore wind deployment centre,1
european tourism indicators system,1
europejczycy,1
europejczyków,3
europejska agencja leków,1
europejskie centrum prewencji i kontroli chorób,1
europejskiego funduszu rozwoju regionalnego,1
europejskiego funduszu społecznego,2
europejskiego korpusu solidarności,1
europejskiego trybunału sprawiedliwości,1
europejskiej wspólnoty węgla i stali,1
europi,2
europie,3
europolom,1
europoslance,2
europoslanci,3
europoslanec,1
europska je komisija,1
europska komisija,27
europska unija,1
europskaunia,1
europske agencije za sigurnost hrane,1
europske investicijske banke,1
europske komisije,11
europske unije,8
europski parlament,3
europski semestar,1
europsko vijeće,1
europskoga parlamenta,1
europskoj komisiji,4
europskoj uniji,3
europskom komisijom,2
europskom sudu,1
europskom sudu pravde,1
europsku komisiju,1
europsku konvenciju o ljuskim pravima,1
europsku uniju,1
europy,3
eurosportu,1
eurostat,2
eurostatu,1
eurozóny,1
európa,1
európa pre občanov,1
európan,1
európanov,1
európe,3
európska komisia,25
európska únia,2
európske hospodárske spoločenstvo,1
európskeho parlamentu,1
európskej investičnej banky,1
európskej komisie,8
európskej rady,1
európskej únie,9
európskej únii,1
európskou komisiou,3
európskou radou,2
európskou úniou,1
európsky parlament,2
európsky súdny dvor,2
európskym parlamentom,1
európy,3
eusdr,1
eva paunova,1
eve enslerová,1
evropa,2
evropa.gov.si,1
evropané,1
evropi,4
evropo,2
evropska investicijska banka,1
evropska komisija,28
evropske komisije,14
evropske ljudske stranke,1
evropske skupnosti,1
evropske unije,10
evropskega azilnega podpornega urada,1
evropskega parlamenta,2
evropskega sklada za regionalni razvoj,1
evropskega sodišča za človekove pravice,1
evropskega sveta,1
evropskem parlamentu,1
evropskem sodišču,1
evropskemu parlamentu,4
evropskemu svetu,1
evropski instrument sosedstva,1
evropski instrument sosedstva in partnerstva,1
evropski instrument za demokracijo in človekove pravice,1
evropski komisiji,5
evropski parlament,5
evropski portal naložbenih projektov,1
evropski razvojni sklad,1
evropski svet,2
evropski uniji,2
evropskih katedr,1
evropsko katedro,1
evropsko komisijo,7
evropsko unijo,2
evropskou komisi,3
evropskou komisí,5
evropskou radou,1
evropská komise,25
evropská unie,2
evropské komise,9
evropské komisi,4
evropské unie,6
evropské unii,1
evropského parlamentu,3
evropskému parlamentu,1
evropský parlament,4
evropský regionální úřad amerického ministerstva energetiky,2
evropy,2
evropě,10
ewwis,1
extra tv,1
extra.cz,1
exxonmobil,3
eú,14
faa,1
facebook,10
facebook messenger,1
facebooka,3
facebookem,1
facebookiem,1
facebookom,3
facebookovih,1
facebooku,8
fairsearch,2
fairvote.org,1
fakti.bg,2
falcka,1
falcká vrchovina,1
farage,2
faragea,1
farageov,1
fbi,2
fed,1
federica mogherini,1
federální letecká správa,1
federálního rezervního systému,1
fedu,1
ferrari 458 italia,1
fiat chrysler,1
fidel castro,1
fidela castro,1
fieldingova,1
filipinov,1
financial times,1
financnici.cz,1
finanz.ru,1
finančni trgi,1
finskoj,1
finsku,1
finské ministerstvo hospodářství,3
fio banka,1
"fio banka, a.s.",1
flightradar24.com,1
florida,1
floride,2
floridi,1
floridu,1
florydy,1
florydzie,1
fly4free.pl,1
fond,1
fond protiv prezaduženosti,1
fond za poticanje pluralizma i raznovrsnosti elektroničkih medija,1
forbes,6
forbes 400,3
forbes.com,1
forbesem,1
forbesu,2
fordham,1
fordhamskej univerzite,1
fortune,2
forum strategicznym i politycznym prezydenta usa,1
foster europe,1
foundation for strong european regions,1
fox,1
fox news,5
fox news insider,1
fp7,1
fp7-erachairs,1
frakcji socjalistów,1
france 5,1
francija,2
francije,1
franciji,1
franciszka,1
francja,2
francji,3
francouzský parlament,1
francouzský Úřad pro civilní letectví,1
francusku,1
francuz,1
francúzsko,1
frans timmermans,6
fransa timmermansa,1
frančišek,1
fred,3
freda,1
freda trumpa,2
fredericka,1
fredrikom skavlanom,1
friedrich,2
friedrich trump,1
friedricha trumpa,1
friendship heights,1
fronda,1
ft,2
fundacja józefa rotblata,1
fundacja rozwoju systemu edukacji,1
fundacji clintonów,1
fundacji peacejam,1
fundację batorego,1
funduszu spójności,1
fyzikálního ústavu av čr,1
fzú,1
galei cahal jason greenblatt,1
galileo,2
garcetti,2
gaspool,1
gates,1
gazet wyborczych,1
gazetakrakowska.pl,1
gazetaliberty.com,1
gazety wyborczej,1
ge,1
general motors,1
"generalni direktorat za zaposljivost, socialne zadeve in vključevanje",1
generálne riaditeľstvo pre hospodársku súťaž európskej komisie,1
generálního ředitelství pro námořní záležitosti a rybolov,1
generálního ředitelství pro regionální a městskou politiku,1
"generálního ředitelství pro zaměstnanost, sociální věci a sociální začleňování",1
generálního ředitelství pro zemědělství a rozvoj venkova,1
george w. bush,1
georgea washingtona,1
georgeom washingtonom,1
george’em w. bushem,1
ghosts can't do it,1
gianni pittella,1
gibbsova,1
giro d’italia,1
giuliani,1
glasgow,1
glavno tajništvo,1
glazjev,2
glazjeva,1
globalni forum o višku proizvodnih kapaciteta u čeličnoj industriji,1
globus,1
glos wielkopolski,1
gmail,1
gmo,1
godota,1
goldman sachs,1
good friday agreement,1
google,6
google chrome,1
google nákupy,1
google search,2
googlu,4
gop,1
goran aleksić,1
gore,1
govnet,1
gps,2
grad mostar,1
grand hyatt hotel,1
granta hilla,1
greenblatt,1
greenblatta,1
greenblattov,1
greenblattovho,1
greg lemond,1
gronkiewicz-waltz,1
grzegorz dembinski,1
grzegorz schetyna,1
grécka,1
grčija,1
grčije,2
grčiji,1
grčijo,1
grčku,1
guardian,1
guenther oettinger,1
guy verhofstadt,1
günther oettinger,1
h-alter - udruga za medijsku kulturu,1
h2020,1
h5n8,1
haley,1
hamburgu,1
hamdija,1
hanna walc,1
hanny gronkiewicz-waltz,1
hardball with chris matthews,1
harry belafonte,1
harvard business review polska,1
harvey miller,1
hasotu,1
hate free,1
havaji,1
havajima,2
havajských ostrovech,1
hcch,1
hdz,2
hdz-a,2
hdz-ova,1
health policy institute,1
heather locklear,1
heidelbergcement,1
hejtstop,1
helmut kohl,1
henryk kowalczyk,1
henryk skwarczyński,1
henryk wolicki,1
high level advisory body,1
high level group,1
hilary clinton,2
hilary clintonovú,1
hilase,1
hillary,10
hillary clinton,27
hillary clintonovej,1
hillary clintonovou,4
hillary clintonová,6
hillary clintonové,3
hillary clintonovú,3
hillaryně,1
hilllary clintonová,1
hiszpania,1
hitler,1
hitlera,1
hitlerjem,1
hitlerjev,1
hitlerji,1
hlab,1
holandska,1
holendrów,1
hollandu,1
hollywood,1
hollywood reporter,1
hollywooda,1
holocaust,1
honda nsx,1
hondo nsx,1
honoluluu,1
horacea greeleya,1
horizont 2020,2
horní komoře britského parlamentu,3
housovem,1
howardem sternem,1
hpi,1
hr forum,1
hrt,1
hrvata,2
hrvati,1
hrvatje,1
hrvatska,9
hrvatska istra,1
hrvatske,6
hrvatske ceste,1
hrvatske zaklade za znanost,1
hrvatskim cestama,1
hrvatskoj,10
hrvatsku,8
hrvaška,1
hrvaške,1
hrvaški,3
hsbc,3
hudo slovenija,1
hulka hogana,1
iDNES.cz,1
iDnes.cz,1
iPhone’y,1
iab slovakia,1
icpdr,1
icsp,1
idaho,1
ifaw,1
igrzysk olimpijskich w 2024 roku,1
iii rp,1
imane rachidi,1
imdb.com,1
ina,1
independent party,1
indiana,1
indianapolis,1
indiane,1
indianě,2
indii,1
indijanaca,1
indijanci,2
indra nooyi,1
industrije nafte,1
ine,2
infe,1
info.sk,1
informacijski centar europe direct - šibenik,1
informacijskog centra europe direct zadar,1
infospravy.sk,1
infr,1
inga czerny,1
"innovative flows - water, knowledge and innovation in the danube region",1
"inovačné toky - voda, vedomosti a inovácie v dunajskom regióne",1
instagramie,1
institut ruđer bošković,1
instituta za more i priobalje sveučilišta u dubrovniku,1
instrument,1
instrument za predpristopno pomoč,1
instrument za prispevanje k stabilnosti in miru,1
instrument za razvojno sodelovanje,1
instrumenta za povezivanje europe,1
instytucję audytową (ministerstwo finansów),1
instytutu badań nad bezpieczeństwem narodowym wsiiz,1
instytutu badań nad cywilizacjami,1
integrovaná infraštruktúra,1
international fund for animal welfare,1
international network on financial education,1
interpolu,1
inu,1
io 2024,1
iowe,1
ipa ii,1
iphonu,1
irak,1
iraku,1
iranem,1
irlandią północną,1
irska,1
irski,1
irsku,1
iráku,1
isis,6
isis-a,1
islamsko državo,1
iso,1
iso 14001:2004,1
iso 26000,1
iso 9001:2008,1
istočnoj obali,1
italexit,1
italexitu,1
italija,2
italije,2
italiji,1
italiju,1
italské ministerstvo zahraničí,1
itapa,2
ius-info,1
ivan bez zemlje,1
ivan gaunt,1
ivana briclja,1
ivana zelníčková,2
ivane,1
ivanka,3
ivanka trump,1
ivanke,1
ivanku,3
ivano trump,1
ivanom,1
ivanom zelničkovom,1
ivanou trumpovou,1
ivanou zelníčkovou,1
ivanovičovou,1
ivanu zelničkovu,1
ivany,1
ivany trumpové,1
ivaně zelníčkové,1
ive sanadera,1
ivicou dačičem,1
ivo šlaus,1
ivu šlausa,1
iwona wysocka,1
izbornog kolegija,3
izbornog zakona bih,1
izbornom kolegiju,1
izby przemysłowo-handlowej w rzeszowie,1
izrael,1
izraele,1
izraelom,1
izraelčanov,1
izvješće za hrvatsku 2016.,1
iнтерфакс-україна,1
j-1,1
j. c. juncker,1
j. delors,1
jacek karnowski,1
jacek matysiak,1
jack reed,1
jadrana,1
jadranom,1
jadranskom moru,1
jadranu,1
jakicom njire,1
james comey,1
james mattis,1
james watson,1
jamestowna,1
jan habart,1
jan nehoda,1
jane fonda,1
japonska,1
japonsko,2
jarosławem kaczyńskim,2
jaspers,1
jean claude juncker,1
jean-claude juncker,10
jean-claude'a junckera,1
jean-claude’a junckera,1
jeana-claudea junckera,1
jeanem caludem junckerem,1
jeba busha,1
jednolitego rynku cyfrowego,1
jeff bezos,1
jeff sessions,1
jerry useem,1
jerzego urbana,1
jihoafrické republice,1
jihovýchodní Evropy,1
jill stein,2
jima sessionsa,1
jindříšek kissinger,1
jiří pospíšil,1
jižní Evropy,1
joana beauforta,1
jodie evansová,1
joe bidena,2
joe boe,1
john beaufort i grof od someerseta,1
john kasich,3
john lackland,1
john mccain,2
john minchillo,1
johna daly’ego,1
johna kasicha,1
johna lacklanda,1
johnem podestą,1
johnny damon,1
johnom mccainom,1
jonathan demme,1
jonathan wheeler,1
jorgos kyritsis,1
jorgose kyritsise,1
jose manuel durao barroso,1
jose mauela barroso,1
joseph goebbels,1
josé manuel barroso,1
jourova,1
jp morgan chase,1
jpmorgan,1
jpmorgan chase,4
judei,1
jugoslavije,2
juhoamericke tlačové centrum,1
julian king,1
julien marcilly,1
juncker,7
junckera,1
junker,1
junkera,1
jutarnjeg lista,1
jutarnji list,1
južnej ameriky,1
južnoj karolini,1
jyrki katainen,1
ján šebo,1
k.e.,1
kainea,1
kajin,1
kakanj,1
kalifornii,1
kaliforniji,1
kallstadt,1
kallstadte,1
kallstadtu,1
kamëz,1
kanada,2
kanady,5
kanadą,2
kanadě,1
kanaďania,1
kanał La Manche,2
kansas,1
kanye west,1
kanye westom,1
karamarkov,1
kareema abdul jabbara,1
karmenu vella,1
karnowskich,1
karol veľký,1
karoliny południowej,1
katarzyna szymańska-borginon,1
kate,1
katedr skupnega evropskega prostora,1
katedra św. Pawła w Mosulu,1
katedre skupnega evropskega prostora,2
kateřiny konečné,1
katherine swynord,1
katowickim holdingu węglowym,1
kavalir,1
kba,1
ke,15
kellyanne conway,1
keniji,1
kent walker,1
kentucky,1
kerry washingtonová,1
kerum,1
kew-forest,1
kgb-ovac,1
khan,1
kik,1
killary,1
kimberlé crenshawová,1
kina,1
kine,4
kinezu,1
king,1
kini,1
kinu,1
kisiliov,1
kisiliova,1
kiska,1
"kiss me, kate",1
kitajce,1
kitajci,1
kitajska,1
kitajske,2
kitajsko,1
klaudie suchomel guzovej,1
klemen,1
klemen slakonja,1
klondike,1
kod,1
kohezijskega sklada,1
kolorada,1
koloradu,1
komise,1
komisija,21
komisije,10
komisije za vanjsku politiku,1
komisiji,1
komisijo,2
komisiju,2
komisja,9
komisja ds. konstytucyjnych PE,1
komisja euratomu,1
komisja europejska,23
komisja europejskiej wspólnoty gospodarczej,1
komisja w ewg,1
komisja wspólnot eur.,1
komisja wspólnot europejskich,1
komisji,13
komisji europejskiej,13
komisji weneckiej rady europy,1
komisją europejską,3
komisję,1
komisję europejską,1
komisję wspólnot europejskich,1
komory oze,1
konečná,1
kongres,1
kongresa,1
kongresem polonii amerykańskiej,1
kongresie,1
kongresmanů,1
kongresu,3
konzervativci,11
konzervativců,8
konzervativcům,1
konzervativní strany,3
konzervativní straně,1
konzervatívny výber,1
korea północna,2
korpusie piechoty morskiej usa,1
korwin,1
korzo,1
kotnikova,1
kovačovská,1
kovačovské,1
"kozmos, duch a vedomie",1
kp.ru,1
krajowego komitetu partii demokratycznej,1
kraševcem,1
kraševci,1
kremlja,1
krymu,1
ksčm,1
ku klux klan,1
ku-klux-klan,1
kuba,1
kubańczycy,1
kubańczyków,1
kuby,1
kukiz,1
kvalita životného prostredia,1
la-ja,1
labouristy,1
labouristé,6
labouristů,6
laburzystów,1
lafargeholcim,1
lamborghini,1
lamborghini diabla,1
lamborghini diablo vt roadster,1
lamborghini murchilago,1
lance armstrong,1
lansingu,1
lanza,1
late nightu conana o'briena,1
latinskej amerike,1
latviji,1
latviju,1
latynosów,1
le mans,2
le monde,1
lebrona james’a,1
lech makowiecki,1
lee green,1
lejlu ferhatović,1
leonardem dicaprio,1
letišti Luton,1
letiště Charleroi,6
letiště Charlese de Gaulla,1
letiště Faro,1
letiště Gatwick,1
letiště Ostrava,1
letiště Václava Havla,1
letiště v Charleroi,2
lex Nord Stream 2,1
lexusami,2
liberałów,1
liberty university,2
liberálních demokratů,2
libia,1
libyi,1
limi,1
linii m2,1
linkedin,2
linkedinu,2
lisabonskim ugovorom,2
lisabonské smlouvy,2
lisjak,1
litvi,1
litvu,1
litvy,1
litvě,1
lizbonsko pogodbo,1
ljubljana,3
ljubljane,1
ljubljani,2
ljubljano,1
ljubljanske gradbene družbe,1
lokalno.si,1
londsey graham,1
londýna,1
londýne,1
londýnom,1
los angeles,2
los angelesa,1
lotniska Charleroi,2
lotniska El Prat,1
lotniska Fiumicino,1
lotniska Strachowice,1
lotniska w Balicach,2
lotniskiem El Prat,1
lotnisko lawica,1
lotnisku Frankfurt-Hahn,1
lotnisku w Brukseli,1
lotnisku w Monachium,1
lucembursko,1
lucembursku,2
ludwigshafenu,1
ludwika xiv,2
ludzie i pieniądze,1
luksemburg,1
luksemburgu,2
lukáš kovanda,1
lupa.cz,2
luxembourgu,1
luxembursku,1
lászlóa sólymosa,1
líbyi,1
líbyu,1
mPolska24,1
mac,1
mac pro,1
maciej goniszewski,1
maciej milczanowski,1
macleod,1
madura,1
madziarów,1
madžarska,1
madžarske,1
madžarskem,1
magda gacyk,1
magica johnsona,1
maineu,1
maleziji,1
malia,1
malta,1
mama mia,1
manchesteru city,1
manchesteru united,1
manhattane,2
manhattanu,3
manila,1
maps,1
mar-a-lago,1
mar-a-lago club,1
marcelem gajdošem,1
marcilly,1
marco rubio,4
margarethe vestager,1
margrethe vestager,3
margrethe vestagerová,4
margrethe vestagerovú,1
maria serrano,1
marie skłodowska-curie,1
marii maples,1
marine le pen,1
mariusz błaszczak,1
mariusz szewczyk,1
marić,1
mark burnett,1
mark singer,1
marka burnetta,1
marka prawdę,1
marko bricel,1
marla maplesová,1
marlo maples,1
marloborough,1
marlon marshall,1
marlou maples,1
marlu maples,1
maronicki kościół św. Eliasza w Aleppo,1
maroš šefčovič,3
marošom šefčovičom,1
marszu niepodległości,1
martin dorčák,1
martina navratilova,1
martinus.sk,1
martom maples,1
maruša gorišek,1
mary,1
mary anne,2
mary anne macleod,1
mary trump,1
maryanne,1
marylandu,1
masarykova cesta,1
matthias müller,1
mauro raffaele petriccione,1
maybach 62,1
maybachem,1
maďarsko,1
maďarskom,1
mađarskoj,1
mađarsku,1
mccain,1
mclarenem,1
mclarnom,1
mddp,1
medel,1
media servis,1
mediasapiens,1
mednarodni olimpijski komite,1
medzinárodnej komisie pre ochranu rieky dunaj,1
mehiko,3
mehičane,1
mehičanov,1
mein kampf,1
meksikance,1
meksiko,1
meksikom,1
meksiku,1
meksykanów,1
meksykiem,3
meksyku,2
melania,2
melania knauss,1
melanii,1
melanija knavs,1
melanijo,1
melanijom knavs,1
melaniju knavs,1
melanio,1
melanio trump,1
melaniou knaussovou,1
melanię,1
melániou,1
mercedes,1
mercedes benz s600 pullman,1
mercedes-benz slr mclaren,1
mercedesami,2
mercedesem,1
mercedesem s 600,1
mercedesu,1
merkel,1
meryl streep,1
meryl streepová,1
mexika,1
mexikem,1
mexiko,1
mexikom,1
mezinárodní bruselské letiště,2
mezinárodní bruselské letiště Zaventem,1
međunarodnu mrežu za financijsko obrazovanje,1
mff,1
michał kanownik,1
michał kurdupski,1
michał wilk,1
micheala jordana,1
michealem spinksem,1
michel d’antonio,1
michigan,4
microsoft,5
microsoft office,1
microsofta,1
microsoftem,1
microsoftu,2
mieczysław łagowski,1
miguel arias cañete,2
mika penca,2
mike flynn,1
mike pence,1
mikem pencem,1
mikeom huckabeeom,1
mike’a pompeo,1
mike’a tysona,1
mildred reade,1
miloše zemana,1
