Sentence #,Word,POS,Tag
,stopili,Vmep-pm,notpropn
,iz,Sg,notpropn
,hise,Ncfsg,notpropn
,in,Cc,notpropn
,se,Px------y,notpropn
,namenili,Vmep-pm,notpropn
,v,Sa,notpropn
,bliznji,Agpmsay,notpropn
,park,Ncmsan,notpropn
,ali,Cc,notpropn
,na,Sa,notpropn
,travnik,Ncmsan,notpropn
,bodo,Va-f3p-n,notpropn
,morali,Vmpp-pm,notpropn
,dobiti,Vmen,notpropn
,posebno,Agpnsa,notpropn
,dovoljenje,Ncnsa,notpropn
,lokalne,Agpfsg,notpropn
,policije,Ncfsg,notpropn
,.,Z,notpropn
Sentence: 268,Eden,Mlpmsn,notpropn
,od,Sg,notpropn
,pogojev,Ncmpg,notpropn
,ki,Cs,notpropn
,ga,Pp3msa--y,notpropn
,bodo,Va-f3p-n,notpropn
,morali,Vmpp-pm,notpropn
,tudi,Q,notpropn
,izpolnjevati,Vmpn,notpropn
,bo,Va-f3s-n,notpropn
,veterinarsko,Agpnsn,notpropn
,potrdilo,Ncnsn,notpropn
,da,Cs,notpropn
,je,Va-r3s-n,notpropn
,kuza,Ncmsn,notpropn
,zdrav,Agpmsnn,notpropn
,.,Z,notpropn
Sentence: 269,Vsebinsko,Rgp,notpropn
,so,Va-r3p-n,notpropn
,se,Px------y,notpropn
,njihove,Ps3fpnp,notpropn
,raziskave,Ncfpn,notpropn
,ukvarjale,Vmpp-pf,notpropn
,z,Si,notpropn
,nacisticno,Agpfsi,notpropn
,okupacijo,Ncfsi,notpropn
,in,Cc,notpropn
,odporom,Ncmsi,notpropn
,na,Sl,notpropn
,omenjenem,Appnsl,notpropn
,obmocju,Ncnsl,notpropn
,pri,Sl,notpropn
,cemer,Pr-nsl,notpropn
,so,Va-r3p-n,notpropn
,raziskave,Ncfpn,notpropn
,casovno,Rgp,notpropn
,segale,Vmpp-pf,notpropn
,tudi,Q,notpropn
,v,Sa,notpropn
,predvojno,Agpnsa,notpropn
,in,Cc,notpropn
,povojno,Agpnsa,notpropn
,obdobje,Ncnsa,notpropn
,.,Z,notpropn
Sentence: 270,Leta,Ncnsg,notpropn
,1986,Mdc,notpropn
,je,Va-r3s-n,notpropn
,vzniknila,Vmep-sf,notpropn
,ideja,Ncfsn,notpropn
,o,Sl,notpropn
,preoblikovanju,Ncnsl,notpropn
,muzeja,Ncmsg,notpropn
,iz,Sg,notpropn
,posebnega,Agpmsg,notpropn
,v,Sa,notpropn
,splosni,Agpmsay,notpropn
,pokrajinski,Agpmsay,notpropn
,muzej,Ncmsan,notpropn
,ki,Cs,notpropn
,naj,Q,notpropn
,bi,Va-c,notpropn
,skrbel,Vmpp-sm,notpropn
,za,Sa,notpropn
,varstvo,Ncnsa,notpropn
,premicne,Agpfsg,notpropn
,kulturne,Agpfsg,notpropn
,dediscine,Ncfsg,notpropn
,njeno,Ps3fsasf,notpropn
,realizacijo,Ncfsa,notpropn
,pa,Cc,notpropn
,je,Va-r3s-n,notpropn
,prinesla,Vmep-sf,notpropn
,sprememba,Ncfsn,notpropn
,financiranja,Ncnsg,notpropn
,muzeja,Ncmsg,notpropn
,leta,Ncnsg,notpropn
,1990,Mdc,notpropn
,.,Z,notpropn
Sentence: 271,M.,Y,notpropn
,V.,Y,notpropn
Sentence: 272,Potem,Rgp,notpropn
,se,Px------y,notpropn
,vse,Pg-nsn,notpropn
,ponovi,Vmer3s,notpropn
,.,Z,notpropn
Sentence: 273,Vse,Rgp,notpropn
,vec,Rgc,notpropn
,je,Va-r3s-n,notpropn
,ledu,Ncmsg,notpropn
,po,Sl,notpropn
,zlebovih,Ncmpl,notpropn
,ki,Cs,notpropn
,se,Px------y,notpropn
,mu,Pp3msd--y,notpropn
,umikava,Vmpr1d,notpropn
,v,Sa,notpropn
,tezka,Agpnpa,notpropn
,vcasih,Rgp,notpropn
,previsna,Agpnpa,notpropn
,mesta,Ncnpa,notpropn
,.,Z,notpropn
Sentence: 274,Ugotavljava,Vmpr1d,notpropn
,da,Cs,notpropn
,bo,Va-f3s-n,notpropn
,do,Sg,notpropn
,vrha,Ncmsg,notpropn
,',Z,notpropn
,nekaj,Rgp,notpropn
,',Z,notpropn
,vec,Rgc,notpropn
,kot,Cs,notpropn
,pet,Mlc-pn,notpropn
,raztezajev,Ncmpg,notpropn
,.,Z,notpropn
Sentence: 275,Le,Q,notpropn
,vse,Rgp,notpropn
,obsirnejsi,Agcmpn,notpropn
,razgledi,Ncmpn,notpropn
,s,Sg,notpropn
,stebra,Ncmsg,notpropn
,nama,Pp1-dd,notpropn
,vlivajo,Vmpr3p,notpropn
,moci,Ncfpa,notpropn
,.,Z,notpropn
Sentence: 276,Zaledeneli,Appmpn,notpropn
,zlebovi,Ncmpn,notpropn
,v,Sl,notpropn
,zadnji,Agpfsl,notpropn
,tretjini,Ncfsl,notpropn
,stene,Ncfsg,notpropn
,me,Pp1-sa--y,notpropn
,spominjajo,Vmpr3p,notpropn
,na,Sa,notpropn
,velike,Agpfpa,notpropn
,centralnoalpske,Agpfpa,notpropn
,ture,Ncfpa,notpropn
,.,Z,notpropn
Sentence: 277,Tekmujeva,Vmpr1d,notpropn
,s,Si,notpropn
,casom,Ncmsi,notpropn
,.,Z,notpropn
Sentence: 278,V,Sl,notpropn
,spominu,Ncmsl,notpropn
,imam,Vmpr1s-n,notpropn
,se,Q,notpropn
,zadnjo,Agpfsa,notpropn
,past,Ncfsa,notpropn
,ki,Cs,notpropn
,nama,Pp1-dd,notpropn
,jo,Pp3fsa--y,notpropn
,lahko,Rgp,notpropn
,nastavi,Vmer3s,notpropn
,gora,Ncfsn,notpropn
,.,Z,notpropn
Sentence: 279,To,Pd-nsn,notpropn
,je,Va-r3s-n,notpropn
,izpostavljena,Appfsn,notpropn
,skrbina,Ncfsn,notpropn
,v,Sl,notpropn
,grebenu,Ncmsl,notpropn
,ki,Cs,notpropn
,jo,Pp3fsa--y,notpropn
,zapira,Vmpr3s,notpropn
,previsen,Agpmsnn,notpropn
,in,Cc,notpropn
,skrajno,Rgp,notpropn
,krusljiv,Agpmsnn,notpropn
,stolp,Ncmsn,notpropn
,.,Z,notpropn
Sentence: 280,To,Pd-fsa,notpropn
,grozljivo,Agpfsa,notpropn
,pojavo,Ncfsa,notpropn
,pricakujeva,Vmpr1d,notpropn
,ze,Q,notpropn
,vse,Pg-nsa,notpropn
,popoldne,Ncnsa,notpropn
,.,Z,notpropn
Sentence: 281,Ocitno,Rgp,notpropn
,pa,Cc,notpropn
,se,Px------y,notpropn
,nama,Pp1-dd,notpropn
,je,Va-r3s-n,notpropn
,vrstni,Agpmsny,notpropn
,red,Ncmsn,notpropn
,raztezajev,Ncmpg,notpropn
,po,Sl,notpropn
,tolikih,Pd-npl,notpropn
,letih,Ncnpl,notpropn
,nekoliko,Rgp,notpropn
,zmedel,Vmep-sm,notpropn
,.,Z,notpropn
Sentence: 282,Dan,Ncmsn,notpropn
,se,Px------y,notpropn
,nagiba,Vmpr3s,notpropn
,v,Sa,notpropn
,zaton,Ncmsan,notpropn
,ko,Cs,notpropn
,nacenjava,Vmpr1d,notpropn
,nekoliko,Rgp,notpropn
,lazji,Agcmsay,notpropn
,del,Ncmsan,notpropn
,stene,Ncfsg,notpropn
,.,Z,notpropn
Sentence: 283,Dostavi,Vmer3s,notpropn
,naju,Pp1-da,notpropn
,na,Sa,notpropn
,polozno,Agpfsa,notpropn
,snezno,Agpfsa,notpropn
,rez,Ncfsa,notpropn
,.,Z,notpropn
Sentence: 284,Ta,Pd-fsn,notpropn
,vodi,Vmpr3s,notpropn
,do,Sg,notpropn
,izrazitega,Agpmsg,notpropn
,skalnega,Agpmsg,notpropn
,roglja,Ncmsg,notpropn
,v,Sl,notpropn
,grebenu,Ncmsl,notpropn
,.,Z,notpropn
Sentence: 285,Veter,Ncmsn,notpropn
,je,Va-r3s-n,notpropn
,izdolbel,Vmep-sm,notpropn
,pravo,Agpfsa,notpropn
,teraso,Ncfsa,notpropn
,okoli,Sg,notpropn
,skalne,Agpfsg,notpropn
,tvorbe,Ncfsg,notpropn
,.,Z,notpropn
Sentence: 286,To,Pd-nsn,notpropn
,bo,Va-f3s-n,notpropn
,bivak,Ncmsn,notpropn
,vreden,Agpmsnn,notpropn
,zadnjih,Agpmpg,notpropn
,dni,Ncmpg,notpropn
,.,Z,notpropn
Sentence: 287,Obenem,Rgp,notpropn
,tudi,Q,notpropn
,ugotoviva,Vmer1d,notpropn
,da,Cs,notpropn
,sva,Va-r1d-n,notpropn
,dosegla,Vmep-dm,notpropn
,toliko,Rgp,notpropn
,pricakovano,Appfsa,notpropn
,skrbino,Ncfsa,notpropn
,kjer,Cs,notpropn
,se,Px------y,notpropn
,je,Va-r3s-n,notpropn
,Marjanu,Npmsd,per
,pred,Si,notpropn
,sestimi,Mlc-pi,notpropn
,leti,Ncnpi,notpropn
,stojisce,Ncnsn,notpropn
,enostavno,Rgp,notpropn
,podrlo,Vmep-sn,notpropn
,pod,Si,notpropn
,nogami,Ncfpi,notpropn
,.,Z,notpropn
Sentence: 288,Sedaj,Rgp,notpropn
,vemo,Vmpr1p,notpropn
,da,Cs,notpropn
,bo,Va-f3s-n,notpropn
,nas,Ps1msnp,notpropn
,jutrisnji,Agpmsny,notpropn
,cilj,Ncmsn,notpropn
,streha,Ncfsn,notpropn
,Evrope,Npfsg,loc
,.,Z,notpropn
Sentence: 289,Vreme,Ncnsn,notpropn
,ne,Q,notpropn
,kaze,Vmpr3s,notpropn
,kdove,Rgp,notpropn
,kaksnih,Pq-mpg,notpropn
,upov,Ncmpg,notpropn
,vendar,Cc,notpropn
,se,Px------y,notpropn
,za,Sa,notpropn
,jutrisnjo,Agpfsa,notpropn
,turo,Ncfsa,notpropn
,pripravljamo,Vmpr1p,notpropn
,zares,Rgp,notpropn
,.,Z,notpropn
Sentence: 290,Kmalu,Rgp,notpropn
,nam,Pp1-pd,notpropn
,zajeten,Agpmsnn,notpropn
,kup,Ncmsn,notpropn
,konzerv,Ncfpg,notpropn
,na,Sl,notpropn
,snegu,Ncmsl,notpropn
,ob,Sl,notpropn
,nasih,Ps1nplp,notpropn
,leziscih,Ncnpl,notpropn
,govori,Vmpr3s,notpropn
,da,Cs,notpropn
,se,Px------y,notpropn
,nam,Pp1-pd,notpropn
,danes,Rgp,notpropn
,godi,Vmpr3s,notpropn
,prav,Q,notpropn
,dobro,Rgp,notpropn
,.,Z,notpropn
Sentence: 291,Za,Sa,notpropn
,jutri,Rgp,notpropn
,ostane,Vmer3s,notpropn
,le,Q,notpropn
,nekaj,Rgp,notpropn
,cokolade,Ncfsg,notpropn
,sladkorja,Ncmsg,notpropn
,in,Cc,notpropn
,podobne,Agpfsg,notpropn
,jurisne,Agpfsg,notpropn
,hrane,Ncfsg,notpropn
,.,Z,notpropn
Sentence: 292,Divji,Agpmsny,notpropn
,zahodnik,Ncmsn,notpropn
,stresa,Vmpr3s,notpropn
,bajto,Ncfsa,notpropn
,ko,Cs,notpropn
,lezemo,Vmpr1p,notpropn
,v,Sa,notpropn
,spalne,Agpfpa,notpropn
,vrece,Ncfpa,notpropn
,in,Cc,notpropn
,na,Sl,notpropn
,nebu,Ncnsl,notpropn
,ugasa,Vmpr3s,notpropn
,poslednja,Agpfsn,notpropn
,dnevna,Agpfsn,notpropn
,luc,Ncfsn,notpropn
,.,Z,notpropn
Sentence: 293,Fantje,Ncmpn,notpropn
,so,Va-r3p-n,notpropn
,pripravili,Vmep-pm,notpropn
,prostor,Ncmsan,notpropn
,za,Sa,notpropn
,helikopter,Ncmsan,notpropn
,.,Z,notpropn
Sentence: 294,Nenadoma,Rgp,notpropn
,se,Px------y,notpropn
,nam,Pp1-pd,notpropn
,vrnejo,Vmer3p,notpropn
,moci,Ncfpn,notpropn
,in,Cc,notpropn
,volja,Ncfsn,notpropn
,.,Z,notpropn
Sentence: 295,Zapodimo,Vmer1p,notpropn
,se,Px------y,notpropn
,navzdol,Rgp,notpropn
,.,Z,notpropn
Sentence: 296,Pravi,Agpmsny,notpropn
,divji,Agpmsny,notpropn
,zagon,Ncmsn,notpropn
,obeh,Pg-fdg,notpropn
,nemskih,Agpfdg,notpropn
,navez,Ncfdg,notpropn
,se,Px------y,notpropn
,je,Va-r3s-n,notpropn
,ze,Q,notpropn
,do,Sg,notpropn
,tretjega,Mlomsg,notpropn
,raztezaja,Ncmsg,notpropn
,ustavil,Vmep-sm,notpropn
,pred,Si,notpropn
,cetrtim,Mlomsi,notpropn
,pa,Cc,notpropn
,smo,Va-r1p-n,notpropn
,spet,Rgp,notpropn
,vsi,Pg-mpn,notpropn
,lepo,Rgp,notpropn
,na,Sl,notpropn
,tesnem,Agpnsl,notpropn
,na,Sl,notpropn
,drobni,Agpfsl,notpropn
,policki,Ncfsl,notpropn
,.,Z,notpropn
Sentence: 297,Klinov,Ncmpg,notpropn
,ki,Cs,notpropn
,bi,Va-c,notpropn
,kazali,Vmpp-pm,notpropn
,nadaljevanje,Ncnsa,notpropn
,smeri,Ncfsg,notpropn
,ni,Va-r3s-y,notpropn
,videti,Vmbn,notpropn
,nikjer,Rgp,notpropn
,.,Z,notpropn
Sentence: 298,Na,Sa,notpropn
,pomoc,Ncfsa,notpropn
,mora,Vmpr3s,notpropn
,priskociti,Vmen,notpropn
,najin,Ps1msnd,notpropn
,doma,Rgp,notpropn
,tolikokrat,Rgp,notpropn
,prebrani,Appmsny,notpropn
,opis,Ncmsn,notpropn
,ki,Cs,notpropn
,ga,Pp3msa--y,notpropn
,morava,Vmpr1d,notpropn
,z,Sg,notpropn
,mnogo,Rgp,notpropn
,mimike,Ncfsg,notpropn
,prevajati,Vmpn,notpropn
,v,Sa,notpropn
,francoscino,Ncfsa,notpropn
,in,Cc,notpropn
,nemscino,Ncfsa,notpropn
,.,Z,notpropn
Sentence: 299,Koncno,Rgp,notpropn
,le,Q,notpropn
,odkrijeva,Vmer1d,notpropn
,levo,Rgp,notpropn
,za,Si,notpropn
,razom,Ncmsi,notpropn
,navpicno,Agpfsa,notpropn
,zajedo,Ncfsa,notpropn
,ki,Cs,notpropn
,se,Px------y,notpropn
,izgublja,Vmpr3s,notpropn
,nekam,Rgp,notpropn
,pod,Sa,notpropn
,nebo,Ncnsa,notpropn
,.,Z,notpropn
Sentence: 300,Pricakovana,Appfsn,notpropn
,navpicnost,Ncfsn,notpropn
,naju,Pp1-da,notpropn
,ne,Q,notpropn
,razocara,Vmer3s,notpropn
,.,Z,notpropn
Sentence: 301,V,Sl,notpropn
,nadaljevanju,Ncnsl,notpropn
,gledam,Vmpr1s,notpropn
,soplezalca,Ncmsay,notpropn
,le,Q,notpropn
,kot,Cs,notpropn
,oceladeno,Appfsa,notpropn
,glavo,Ncfsa,notpropn
,na,Sl,notpropn
,temnem,Agpnsl,notpropn
,ozadju,Ncnsl,notpropn
,ozebnika,Ncmsg,notpropn
,Mik,Npmsn,per
,pa,Cc,notpropn
,se,Px------y,notpropn
,pritozuje,Vmpr3s,notpropn
,da,Cs,notpropn
,nima,Vmpr3s-y,notpropn
,nobene,Pz-fsg,notpropn
,prave,Agpfsg,notpropn
,fotogenicnosti,Ncfsg,notpropn
,ko,Cs,notpropn
,me,Pp1-sa--y,notpropn
,vidi,Vmbr3s,notpropn
,le,Q,notpropn
,v,Sa,notpropn
,podplate,Ncmpa,notpropn
,in,Cc,notpropn
,sem,Rgp,notpropn
,in,Cc,notpropn
,tja,Rgp,notpropn
,v,Sa,notpropn
,zadnjo,Agpfsa,notpropn
,plat,Ncfsa,notpropn
,.,Z,notpropn
Sentence: 302,Postajava,Vmpr1d,notpropn
,nestrpna,Agpmdn,notpropn
,kajti,Cc,notpropn
,podoba,Ncfsn,notpropn
,je,Va-r3s-n,notpropn
,da,Cs,notpropn
,bova,Va-f1d-n,notpropn
,ves,Pg-msa,notpropn
,cas,Ncmsan,notpropn
,vzpona,Ncmsg,notpropn
,cakala,Vmpp-dm,notpropn
,na,Sl,notpropn
,stojiscih,Ncnpl,notpropn
,da,Cs,notpropn
,se,Px------y,notpropn
,bodo,Va-f3p-n,notpropn
,najini,Ps1mpnd,notpropn
,predhodniki,Ncmpn,notpropn
,spravili,Vmep-pm,notpropn
,naprej,Rgp,notpropn
,.,Z,notpropn
Sentence: 303,Ves,Pg-msn,notpropn
,prejsnji,Agpmsny,notpropn
,zalet,Ncmsn,notpropn
,jim,Pp3mpd--y,notpropn
,je,Va-r3s-n,notpropn
,izginil,Vmep-sm,notpropn
,in,Cc,notpropn
,glavni,Agpfdn,notpropn
,zrtvi,Ncfdn,notpropn
,bova,Va-f1d-n,notpropn
,kaze,Vmpr3s,notpropn
,prav,Q,notpropn
,midva,Pp1mdn,notpropn
,.,Z,notpropn
Sentence: 304,Sicer,Q,notpropn
,pa,Cc,notpropn
,-,Z,notpropn
,pocasi,Rgp,notpropn
,se,Px------y,notpropn
,dalec,Rgp,notpropn
,pride,Vmer3s,notpropn
,.,Z,notpropn
Sentence: 305,Ozebnik,Ncmsn,notpropn
,pod,Si,notpropn
,nami,Pp1-pi,notpropn
,je,Va-r3s-n,notpropn
,le,Q,notpropn
,se,Q,notpropn
,temacna,Agpfsn,notpropn
,soteska,Ncfsn,notpropn
,pogled,Ncmsn,notpropn
,navzgor,Rgp,notpropn
,pa,Cc,notpropn
,odkrije,Vmer3s,notpropn
,le,Q,notpropn
,podplate,Ncmpa,notpropn
,in,Cc,notpropn
,nahrbtnika,Ncmda,notpropn
,obeh,Pg-mdg,notpropn
,Francozov,Npmdg,per
,v,Sl,notpropn
,gladki,Agpfsl,notpropn
,plosci,Ncfsl,notpropn
,potem,Rgp,notpropn
,pa,Cc,notpropn
,nebo,Ncnsa,notpropn
,globoko,Agpnsa,notpropn
,kot,Cs,notpropn
,ocean,Ncmsn,notpropn
,.,Z,notpropn
Sentence: 306,Fotografiram,Vmbr1s,notpropn
,cudovite,Agpmpa,notpropn
,prizore,Ncmpa,notpropn
,in,Cc,notpropn
,v,Sl,notpropn
,obeh,Pg-mdl,notpropn
,prekipeva,Vmpr3s,notpropn
,energija,Ncfsn,notpropn
,-,Z,notpropn
,sedaj,Rgp,notpropn
,ko,Cs,notpropn
,sva,Va-r1d-n,notpropn
,srecno,Rgp,notpropn
,zapustila,Vmep-dm,notpropn
,brenceci,Appmsay,notpropn
,kotel,Ncmsan,notpropn
,ozebnika,Ncmsg,notpropn
,.,Z,notpropn
Sentence: 307,To,Pd-nsn,notpropn
,je,Va-r3s-n,notpropn
,pesem,Ncfsn,notpropn
,vertikale,Ncfsg,notpropn
,in,Cc,notpropn
,zraka,Ncmsg,notpropn
,tu,Rgp,notpropn
,se,Px------y,notpropn
,pocutiva,Vmpr1d,notpropn
,doma,Rgp,notpropn
,.,Z,notpropn
Sentence: 308,Lep,Agpmsnn,notpropn
,prosto,Rgp,notpropn
,preplezljiv,Agpmsnn,notpropn
,raztezaj,Ncmsn,notpropn
,privede,Vmer3s,notpropn
,prav,Q,notpropn
,na,Sa,notpropn
,raz,Ncmsan,notpropn
,.,Z,notpropn
Sentence: 309,Francoza,Npmdn,per
,sta,Va-r3d-n,notpropn
,odsla,Vmep-dm,notpropn
,naprej,Rgp,notpropn
,Nemci,Npmpn,per
,pa,Cc,notpropn
,kar,Rgp,notpropn
,nekaj,Pi-nsa,notpropn
,',Z,notpropn
,carajo,Vmpr3p,notpropn
,',Z,notpropn
,cele,Agpfsg,notpropn
,pol,Rgp,notpropn
,ure,Ncfsg,notpropn
,preden,Cs,notpropn
,lahko,Rgp,notpropn
,nadaljujeva,Vmpr1d,notpropn
,.,Z,notpropn
Sentence: 310,Kdo,Pq-msn,notpropn
,bi,Va-c,notpropn
,si,Px---d--y,notpropn
,mislil,Vmpp-sm,notpropn
,da,Cs,notpropn
,bova,Va-f1d-n,notpropn
,celo,Q,notpropn
,na,Sl,notpropn
,taki,Pd-fsl,notpropn
,turi,Ncfsl,notpropn
,',Z,notpropn
,vozila,Vmpp-dm,notpropn
,v,Sl,notpropn
,koloni,Ncfsl,notpropn
,',Z,notpropn
,.,Z,notpropn
Sentence: 311,Na,Sa,notpropn
,sreco,Ncfsa,notpropn
,za,Si,notpropn
,nami,Pp1-pi,notpropn
,ni,Va-r3s-y,notpropn
,nikogar,Pz-msg,notpropn
,vec,Q,notpropn
,.,Z,notpropn
Sentence: 312,Pocasi,Rgp,notpropn
,se,Px------y,notpropn
,je,Va-r3s-n,notpropn
,spuscala,Vmpp-sf,notpropn
,noc,Ncfsn,notpropn
,in,Cc,notpropn
,prizgale,Vmep-pf,notpropn
,so,Va-r3p-n,notpropn
,se,Px------y,notpropn
,zvezde,Ncfpn,notpropn
,na,Sl,notpropn
,jasnem,Agpnsl,notpropn
,nebu,Ncnsl,notpropn
,.,Z,notpropn
Sentence: 313,Vreme,Ncnsn,notpropn
,je,Va-r3s-n,notpropn
,obetalo,Vmpp-sn,notpropn
,najbolje,Rgs,notpropn
,in,Cc,notpropn
,v,Sl,notpropn
,petici,Ncfsl,notpropn
,je,Va-r3s-n,notpropn
,bilo,Va-p-sn,notpropn
,dovolj,Rgp,notpropn
,materiala,Ncmsg,notpropn
,tudi,Q,notpropn
,za,Sa,notpropn
,zadnjo,Agpfsa,notpropn
,skupino,Ncfsa,notpropn
,.,Z,notpropn
Sentence: 314,Za,Sa,notpropn
,odhod,Ncmsan,notpropn
,smo,Va-r1p-n,notpropn
,dolocili,Vmep-pm,notpropn
,cetrto,Mlofsa,notpropn
,uro,Ncfsa,notpropn
,zjutraj,Rgp,notpropn
,.,Z,notpropn
Sentence: 315,To,Pd-nsn,notpropn
,pa,Cc,notpropn
,je,Va-r3s-n,notpropn
,pomenilo,Vmbp-sn,notpropn
,vstajanje,Ncnsa,notpropn
,ob,Sl,notpropn
,dveh,Mlcfdl,notpropn
,.,Z,notpropn
Sentence: 316,Ko,Cs,notpropn
,smo,Va-r1p-n,notpropn
,skusali,Vmpp-pm,notpropn
,zaspati,Vmen,notpropn
,je,Va-r3s-n,notpropn
,bilo,Va-p-sn,notpropn
,pred,Si,notpropn
,nami,Pp1-pi,notpropn
,pet,Mlc-pn,notpropn
,ur,Ncfpg,notpropn
,noci,Ncfsg,notpropn
,potem,Rgp,notpropn
,pa,Cc,notpropn
,se,Px------y,notpropn
,bo,Va-f3s-n,notpropn
,zacel,Vmep-sm,notpropn
,tudi,Q,notpropn
,za,Sa,notpropn
,naso,Ps1fsap,notpropn
,trojko,Ncfsa,notpropn
,veliki,Agpmsny,notpropn
,dan,Ncmsn,notpropn
,zmage,Ncfsg,notpropn
,ali,Cc,notpropn
,poraza,Ncmsg,notpropn
,.,Z,notpropn
Sentence: 317,Poc,Ncfsn,notpropn
,bo,Va-f3s-n,notpropn
,poleti,Rgp,notpropn
,ko,Cs,notpropn
,pod,Si,notpropn
,steno,Ncfsi,notpropn
,ne,Q,notpropn
,bo,Va-f3s-n,notpropn
,toliko,Rgp,notpropn
,snega,Ncmsg,notpropn
,najbrz,Q,notpropn
,nedostopna,Agpfsn,notpropn
,.,Z,notpropn
Sentence: 318,Boro,Npmsn,per
,se,Px------y,notpropn
,zaprasi,Vmer3s,notpropn
,za,Si,notpropn
,menoj,Pp1-si,notpropn
,kot,Cs,notpropn
,bi,Va-c,notpropn
,se,Px------y,notpropn
,utrgal,Vmep-sm,notpropn
,z,Sg,notpropn
,verige,Ncfsg,notpropn
,.,Z,notpropn
Sentence: 319,Se,Q,notpropn
,vrvi,Ncfsg,notpropn
,ne,Q,notpropn
,utegnem,Vmbr1s,notpropn
,povzemati,Vmpn,notpropn
,in,Cc,notpropn
,ze,Q,notpropn
,je,Va-r3s-n,notpropn
,pri,Sl,notpropn
,meni,Pp1-sl,notpropn
,.,Z,notpropn
Sentence: 320,Nemudoma,Rgp,notpropn
,mi,Pp1-sd--y,notpropn
,pokloni,Vmer3s,notpropn
,',Z,notpropn
,kredenco,Ncfsa,notpropn
,',Z,notpropn
,ki,Cs,notpropn
,je,Va-r3s-n,notpropn
,nastala,Vmep-sf,notpropn
,po,Sl,notpropn
,zdruzitvi,Ncfsl,notpropn
,najinih,Ps1mdgd,notpropn
,nahrbtnikov,Ncmdg,notpropn
,.,Z,notpropn
Sentence: 321,Nad,Si,notpropn
,nama,Pp1-di,notpropn
,se,Px------y,notpropn
,sklanja,Vmpr3s,notpropn
,stena,Ncfsn,notpropn
,s,Si,notpropn
,previsnimi,Agpmpi,notpropn
,odlomi,Ncmpi,notpropn
,.,Z,notpropn
Sentence: 322,Kolikor,Cs,notpropn
,bolj,Rgc,notpropn
,iscem,Vmpr1s,notpropn
,pametne,Agpmpa,notpropn
,prehode,Ncmpa,notpropn
,toliko,Rgp,notpropn
,bolj,Rgc,notpropn
,vem,Vmpr1s,notpropn
,da,Cs,notpropn
,bo,Va-f3s-n,notpropn
,danes,Rgp,notpropn
,se,Q,notpropn
,zabavno,Agpnsn,notpropn
,.,Z,notpropn
Sentence: 323,Rahlo,Rgp,notpropn
,upam,Vmpr1s,notpropn
,da,Cs,notpropn
,bodo,Va-f3p-n,notpropn
,oni,Pp3mpn,notpropn
,zgoraj,Rgp,notpropn
,le,Q,notpropn
,odprli,Vmep-pm,notpropn
,zapornice,Ncfpa,notpropn
,.,Z,notpropn
Sentence: 324,Potem,Rgp,notpropn
,bi,Va-c,notpropn
,imela,Vmpp-dm,notpropn
,lep,Agpmsan,notpropn
,vzrok,Ncmsan,notpropn
,da,Cs,notpropn
,bi,Va-c,notpropn
,sla,Vmbp-dm,notpropn
,malo,Rgp,notpropn
,mizat,Vmpu,notpropn
,pod,Sa,notpropn
,tisti,Pd-msa,notpropn
,balvan,Ncmsan,notpropn
,.,Z,notpropn
Sentence: 325,Toda,Cc,notpropn
,nic,Pz-nsn,notpropn
,takega,Pd-nsg,notpropn
,se,Px------y,notpropn
,ne,Q,notpropn
,zgodi,Vmer3s,notpropn
,.,Z,notpropn
Sentence: 326,Namesto,Sg,notpropn
,tega,Pd-nsg,notpropn
,naju,Pp1-da,notpropn
,pricne,Vmer3s,notpropn
,praziti,Vmpn,notpropn
,sonce,Ncnsn,notpropn
,strahotno,Rgp,notpropn
,uzivam,Vmpr1s,notpropn
,pod,Si,notpropn
,celado,Ncfsi,notpropn
,.,Z,notpropn
Sentence: 327,Ob,Sl,notpropn
,osmi,Mlofsl,notpropn
,uri,Ncfsl,notpropn
,sva,Va-r1d-n,notpropn
,se,Px------y,notpropn
,zagnala,Vmep-dm,notpropn
,ob,Sl,notpropn
,vrveh,Ncfpl,notpropn
,v,Sa,notpropn
,kamin,Ncmsan,notpropn
,kot,Cs,notpropn
,obsedena,Appmdn,notpropn
,.,Z,notpropn
Sentence: 328,Neznosna,Agpfsn,notpropn
,teza,Ncfsn,notpropn
,nahrbtnika,Ncmsg,notpropn
,me,Pp1-sa--y,notpropn
,je,Va-r3s-n,notpropn
,vlekla,Vmpp-sf,notpropn
,v,Sa,notpropn
,globino,Ncfsa,notpropn
,.,Z,notpropn
Sentence: 329,Dotok,Ncmsn,notpropn
,kisika,Ncmsg,notpropn
,ni,Va-r3s-y,notpropn
,deloval,Vmpp-sm,notpropn
,tako,Cc,notpropn
,da,Cs,notpropn
,sem,Va-r1s-n,notpropn
,se,Px------y,notpropn
,polziv,Agpmsnn,notpropn
,z,Si,notpropn
,odpeto,Appfsi,notpropn
,masko,Ncfsi,notpropn
,privlekel,Vmep-sm,notpropn
,na,Sa,notpropn
,polico,Ncfsa,notpropn
,kjer,Cs,notpropn
,mi,Pp1-sd--y,notpropn
,je,Va-r3s-n,notpropn
,prijatelj,Ncmsn,notpropn
,uredil,Vmep-sm,notpropn
,prepognjene,Appfpa,notpropn
,cevke,Ncfpa,notpropn
,in,Cc,notpropn
,naravnal,Vmep-sm,notpropn
,izravnalni,Agpmsay,notpropn
